Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,cumulative_frequency
遊,811,207587,0.0002418989426489,0.878598504737856,0.8785985047378165
俳,812,207374,0.0002416507359944,0.8788401554738504,0.8788401554738109
普,813,207294,0.0002415575128378,0.8790817129866882,0.8790817129866487
絶,814,207063,0.0002412883309731,0.8793230013176614,0.8793230013176219
枚,815,206495,0.0002406264465612,0.8795636277642226,0.8795636277641831
景,816,206073,0.00024013469441,0.8798037624586327,0.879803762458593
稲,817,205694,0.0002396930497056,0.8800434555083383,0.8800434555082987
則,818,204493,0.0002382935370669,0.8802817490454052,0.8802817490453656
輸,819,203701,0.0002373706278164,0.8805191196732217,0.880519119673182
宅,820,202848,0.000236376635909,0.8807554963091307,0.880755496309091
識,821,201695,0.0002350330571643,0.8809905293662952,0.8809905293662553
杉,822,201320,0.0002345960736177,0.8812251254399129,0.8812251254398731
昇,823,200799,0.0002339889578103,0.8814591143977233,0.8814591143976834
頼,824,199707,0.0002327164617225,0.8816918308594458,0.881691830859406
服,825,199457,0.0002324251393581,0.881924255998804,0.881924255998764
君,826,198940,0.0002318226847085,0.8821560786835125,0.8821560786834725
翌,827,198610,0.0002314381391874,0.8823875168227,0.8823875168226598
純,828,197346,0.0002299652133129,0.882617482036013,0.8826174820359727
鮮,829,196377,0.0002288360478285,0.8828463180838415,0.8828463180838012
捕,830,195797,0.000228160179943,0.8830744782637846,0.8830744782637442
抜,831,195759,0.0002281158989436,0.8833025941627283,0.8833025941626877
桜,832,195717,0.0002280669567864,0.8835306611195147,0.8835306611194742
埼,833,194409,0.0002265427581758,0.8837572038776905,0.88375720387765
候,834,193723,0.0002257433696078,0.8839829472472984,0.8839829472472578
貨,835,193324,0.0002252784191142,0.8842082256664127,0.884208225666372
仲,836,193193,0.0002251257661952,0.8844333514326079,0.8844333514325672
圧,837,192692,0.000224541956177,0.884657893388785,0.8846578933887442
許,838,192171,0.0002239348403695,0.8848818282291545,0.8848818282291138
給,839,192060,0.0002238054932397,0.8851056337223943,0.8851056337223535
注,840,191895,0.0002236132204792,0.8853292469428735,0.8853292469428327
湖,841,190653,0.0002221659309728,0.8855514128738463,0.8855514128738055
具,842,190521,0.0002220121127644,0.8857734249866107,0.8857734249865699
症,843,190321,0.0002217790548728,0.8859952040414836,0.8859952040414426
亜,844,190294,0.0002217475920575,0.8862169516335411,0.8862169516335001
覚,845,190120,0.0002215448316918,0.886438496465233,0.8864384964651919
澤,846,189923,0.0002213152696687,0.8866598117349017,0.8866598117348606
須,847,189886,0.0002212721539587,0.8868810838888606,0.8868810838888194
副,848,189135,0.000220397021576,0.8871014809104366,0.8871014809103953
奥,849,188907,0.0002201313355797,0.8873216122460164,0.887321612245975
敵,850,188073,0.000219159484172,0.8875407717301884,0.887540771730147
印,851,188039,0.0002191198643304,0.8877598915945188,0.8877598915944774
抗,852,187730,0.000218759789888,0.8879786513844069,0.8879786513843654
壊,853,186960,0.0002178625170056,0.8881965139014125,0.888196513901371
弁,854,186697,0.0002175560458782,0.8884140699472908,0.8884140699472493
契,855,186696,0.0002175548805888,0.8886316248278796,0.8886316248278381
息,856,186629,0.0002174768061951,0.8888491016340748,0.8888491016340332
障,857,186577,0.0002174162111433,0.8890665178452182,0.8890665178451765
郵,858,186462,0.0002172822028557,0.889283800048074,0.8892838000480322
酒,859,186229,0.000217010690412,0.8895008107384861,0.8895008107384442
盛,860,186061,0.0002168149217832,0.8897176256602692,0.8897176256602274
返,861,185885,0.0002166098308386,0.889934235491108,0.889934235491066
姿,862,185644,0.0002163289960793,0.8901505644871873,0.8901505644871452
雅,863,184700,0.0002152289628313,0.8903657934500186,0.8903657934499766
兼,864,184518,0.00021501688015,0.8905808103301687,0.8905808103301266
善,865,184330,0.0002147978057319,0.8907956081359006,0.8907956081358585
憲,866,183922,0.0002143223676332,0.8910099305035339,0.8910099305034916
孝,867,183702,0.0002140660039525,0.8912239965074865,0.8912239965074441
雲,868,183358,0.0002136651443791,0.8914376616518657,0.8914376616518233
暦,869,183326,0.0002136278551164,0.8916512895069821,0.8916512895069396
操,870,183281,0.0002135754170908,0.891864864924073,0.8918648649240304
災,871,183129,0.0002133982930933,0.8920782632171663,0.8920782632171237
宣,872,182480,0.0002126420202352,0.8922909052374016,0.8922909052373589
老,873,182426,0.0002125790946045,0.8925034843320062,0.8925034843319634
怪,874,181519,0.0002115221770664,0.8927150065090727,0.8927150065090298
浩,875,181225,0.0002111795819659,0.8929261860910386,0.8929261860909957
黄,876,180331,0.0002101378131907,0.8931363239042294,0.8931363239041864
幼,877,180117,0.0002098884412468,0.8933462123454762,0.8933462123454332
承,878,180027,0.0002097835651956,0.8935559959106718,0.8935559959106288
値,879,179634,0.0002093256064387,0.8937653215171106,0.8937653215170676
閣,880,178780,0.0002083304492419,0.8939736519663526,0.8939736519663094
罪,881,178616,0.0002081393417708,0.8941817913081235,0.8941817913080802
救,882,178134,0.0002075776722522,0.8943893689803758,0.8943893689803324
幹,883,177989,0.0002074087052809,0.8945967776856567,0.8945967776856133
片,884,177603,0.0002069589035502,0.894803736589207,0.8948037365891635
滅,885,177355,0.0002066699117647,0.8950104065009717,0.8950104065009281
縄,886,177276,0.0002065778538975,0.8952169843548693,0.8952169843548257
仏,887,177056,0.0002063214902169,0.8954233058450862,0.8954233058450426
拠,888,176566,0.0002057504983826,0.8956290563434689,0.8956290563434252
爵,889,176170,0.0002052890437574,0.8958343453872263,0.8958343453871825
散,890,175729,0.0002047751511065,0.8960391205383329,0.896039120538289
脱,891,175192,0.0002041493906678,0.8962432699290007,0.8962432699289569
駆,892,175080,0.0002040188782485,0.8964472888072492,0.8964472888072054
減,893,174394,0.0002032194896805,0.8966505082969298,0.8966505082968859
襲,894,174279,0.0002030854813929,0.8968535937783227,0.8968535937782788
軽,895,173976,0.0002027323986872,0.89705632617701,0.897056326176966
吹,896,173562,0.0002022499688518,0.8972585761458618,0.8972585761458177
伯,897,173532,0.000202215010168,0.8974607911560298,0.8974607911559858
震,898,173456,0.0002021264481692,0.8976629176041991,0.897662917604155
姫,899,173260,0.0002018980514355,0.8978648156556347,0.8978648156555904
柳,900,173169,0.0002017920100949,0.8980666076657297,0.8980666076656852
茂,901,172307,0.0002007875305824,0.898267395196312,0.8982673951962676
締,902,172210,0.000200674497505,0.8984680696938171,0.8984680696937727
希,903,171873,0.0002002817949578,0.8986683514887749,0.8986683514887305
被,904,171508,0.0001998564643057,0.8988682079530806,0.8988682079530361
堀,905,171406,0.000199737604781,0.8990679455578617,0.8990679455578171
測,906,171351,0.0001996735138609,0.8992676190717226,0.899267619071678
沼,907,171003,0.0001992679931296,0.8994668870648522,0.8994668870648076
秘,908,170650,0.000198856645951,0.8996657437108033,0.8996657437107586
因,909,170272,0.000198416166536,0.8998641598773394,0.8998641598772946
浅,910,170054,0.0001981621334343,0.9000623220107736,0.9000623220107289
騎,911,169953,0.000198044439199,0.9002603664499728,0.9002603664499279
剣,912,169672,0.0001977169928614,0.9004580834428343,0.9004580834427893
徴,913,169053,0.0001969956786871,0.9006550791215214,0.9006550791214765
扱,914,168405,0.0001962405711186,0.90085131969264,0.900851319692595
惑,915,168257,0.0001960681082788,0.901047387800919,0.9010473878008738
巨,916,167933,0.0001956905544945,0.9012430783554136,0.9012430783553683
練,917,167619,0.0001953246536048,0.9014384030090186,0.9014384030089732
並,918,167173,0.0001948049345067,0.9016332079435252,0.9016332079434799
雪,919,166942,0.000194535752642,0.9018277436961674,0.901827743696122
揮,920,166531,0.0001940568186749,0.9020218005148424,0.9020218005147969
梨,921,166213,0.0001936862566274,0.9022154867714696,0.9022154867714243
戻,922,166031,0.0001934741739461,0.9024089609454158,0.9024089609453704
衣,923,165406,0.000192745868035,0.9026017068134508,0.9026017068134053
倒,924,163884,0.0001909722974804,0.9027926791109314,0.9027926791108858
染,925,163378,0.0001903826610149,0.9029830617719464,0.9029830617719007
律,926,163341,0.0001903395453049,0.9031734013172512,0.9031734013172056
毛,927,163290,0.0001902801155426,0.903363681432794,0.9033636814327481
庭,928,163223,0.0001902020411489,0.9035538834739428,0.9035538834738971
訪,929,163191,0.0001901647518863,0.9037440482258292,0.9037440482257834
待,930,162600,0.0001894760658168,0.9039335242916462,0.9039335242916001
詩,931,162469,0.0001893234128978,0.904122847704544,0.9041228477044979
霊,932,162061,0.0001888479747991,0.9043116956793432,0.904311695679297
績,933,161934,0.000188699983038,0.9045003956623812,0.9045003956623351
巡,934,161866,0.0001886207433549,0.9046890164057362,0.90468901640569
鶴,935,161504,0.0001881989085712,0.9048772153143074,0.9048772153142612
票,936,161334,0.0001880008093634,0.9050652161236707,0.9050652161236247
背,937,161246,0.0001878982638911,0.905253114387562,0.9052531143875158
殿,938,160907,0.000187503230765,0.9054406176183272,0.9054406176182808
那,939,160558,0.0001870965447442,0.9056277141630712,0.905627714163025
塩,940,160146,0.0001866164454877,0.9058143306085592,0.9058143306085127
執,941,159427,0.0001857786023676,0.9060001092109268,0.9060001092108803
漢,942,159410,0.0001857587924468,0.9061858680033736,0.906185868003327
署,943,158859,0.0001851167179557,0.9063709847213294,0.9063709847212827
激,944,158715,0.0001849489162738,0.9065559336376032,0.9065559336375566
銃,945,158627,0.0001848463708015,0.9067407800084047,0.9067407800083581
途,946,158518,0.0001847193542506,0.9069254993626554,0.9069254993626087
費,947,157392,0.0001834072383213,0.9071089066009768,0.90710890660093
傷,948,157321,0.0001833245027698,0.9072922311037466,0.9072922311036998
敷,949,156670,0.0001825658993328,0.9074747970030794,0.9074747970030327
逆,950,156664,0.0001825589075961,0.9076573559106756,0.9076573559106288
伸,951,156660,0.0001825542464383,0.9078399101571138,0.9078399101570671
辞,952,156351,0.0001821941719958,0.9080221043291096,0.9080221043290629
犯,953,156219,0.0001820403537874,0.9082041446828972,0.9082041446828504
幌,954,156180,0.0001819949074986,0.9083861395903956,0.908386139590349
閉,955,156031,0.0001818212793694,0.9085679608697652,0.9085679608697184
掛,956,155973,0.0001817536925808,0.908749714562346,0.9087497145622991
摩,957,155939,0.0001817140727393,0.9089314286350854,0.9089314286350384
昌,958,155645,0.0001813714776387,0.909112800112724,0.9091128001126771
阜,959,155484,0.000181183866036,0.9092939839787602,0.9092939839787132
審,960,155443,0.0001811360891683,0.9094751200679284,0.9094751200678814
飯,961,155245,0.0001809053618557,0.9096560254297842,0.9096560254297371
丘,962,155035,0.0001806606510695,0.9098366860808538,0.9098366860808066
鬼,963,154752,0.000180330874153,0.9100170169550068,0.9100170169549596
裏,964,153609,0.0001789989483029,0.9101960159033098,0.9101960159032625
祖,965,153495,0.0001788661053047,0.9103748820086146,0.9103748820085672
適,966,153379,0.0001787309317276,0.9105536129403424,0.9105536129402948
魚,967,153348,0.0001786948077545,0.9107323077480968,0.9107323077480493
項,968,153039,0.000178334733312,0.9109106424814088,0.9109106424813612
宏,969,152423,0.0001776169150061,0.911088259396415,0.9110882593963673
搭,970,152412,0.0001776040968221,0.9112658634932372,0.9112658634931894
携,971,152346,0.0001775271877179,0.911443390680955,0.9114433906809073
塁,972,152036,0.000177165947986,0.911620556628941,0.9116205566288933
掲,973,151772,0.0001768583115692,0.9117974149405104,0.9117974149404625
牧,974,151478,0.0001765157164686,0.911973930656979,0.9119739306569311
寛,975,150649,0.0001755496915082,0.9121494803484872,0.9121494803484393
季,976,150524,0.000175404030326,0.9123248843788132,0.9123248843787654
荒,977,150327,0.0001751744683028,0.912500058847116,0.9125000588470682
茶,978,149697,0.0001744403359445,0.9126744991830608,0.9126744991830127
臨,979,148965,0.0001735873440615,0.9128480865271222,0.9128480865270742
寿,980,148060,0.0001725327571023,0.9130206192842246,0.9130206192841764
至,981,147615,0.0001720142032936,0.9131926334875184,0.91319263348747
紹,982,147457,0.0001718300875593,0.9133644635750776,0.9133644635750293
幅,983,147267,0.0001716086825624,0.91353607225764,0.9135360722575917
誠,984,146485,0.0001706974262065,0.9137067696838468,0.9137067696837982
圏,985,145647,0.000169720913641,0.9138764905974875,0.9138764905974391
拡,986,145320,0.0001693398639883,0.914045830461476,0.9140458304614274
焼,987,143812,0.0001675826074861,0.9142134130689622,0.9142134130689135
芝,988,143661,0.000167406648778,0.9143808197177404,0.9143808197176915
固,989,143168,0.0001668321610754,0.9145476518788158,0.9145476518787669
妹,990,143107,0.0001667610784185,0.9147144129572344,0.9147144129571854
杯,991,142815,0.0001664208138968,0.9148808337711312,0.9148808337710822
躍,992,142475,0.0001660246154812,0.9150468583866124,0.9150468583865634
童,993,141863,0.0001653114583331,0.9152121698449456,0.9152121698448965
占,994,141751,0.0001651809459139,0.9153773507908596,0.9153773507908104
禁,995,141660,0.0001650749045732,0.9155424256954328,0.9155424256953836
顔,996,141572,0.000164972359101,0.9157073980545338,0.9157073980544845
似,997,140992,0.0001642964912155,0.9158716945457492,0.9158716945457
油,998,140755,0.000164020317614,0.9160357148633634,0.916035714863314
露,999,140638,0.0001638839787475,0.916199598842111,0.9161995988420615
暴,1000,140447,0.0001636614084611,0.916363260250572,0.9163632602505226
肉,1001,140189,0.000163360763781,0.9165266210143532,0.9165266210143036
詳,1002,140010,0.0001631521769681,0.9166897731913214,0.9166897731912717
易,1003,139807,0.0001629156232082,0.9168526888145296,0.9168526888144799
況,1004,139485,0.0001625404000028,0.9170152292145324,0.9170152292144828
危,1005,139273,0.0001622933586378,0.9171775225731704,0.9171775225731206
液,1006,138966,0.0001619356147743,0.9173394581879446,0.9173394581878949
駐,1007,138697,0.0001616221519102,0.9175010803398548,0.917501080339805
層,1008,138521,0.0001614170609656,0.9176624974008204,0.9176624974007707
勇,1009,138354,0.0001612224576262,0.9178237198584466,0.9178237198583968
捜,1010,137317,0.0001600140524586,0.9179837339109052,0.9179837339108554
欧,1011,137249,0.0001599348127755,0.9181436687236808,0.918143668723631
緑,1012,136905,0.000159533953202,0.9183032026768828,0.918303202676833
奪,1013,136140,0.0001586425067669,0.9184618451836498,0.9184618451835999
勤,1014,135494,0.0001578897297772,0.9186197349134272,0.918619734913377
雨,1015,135337,0.0001577067793324,0.9187774416927597,0.9187774416927094
砂,1016,135049,0.0001573711759686,0.918934812868728,0.918934812868678
範,1017,134949,0.0001572546470228,0.919092067515751,0.9190920675157007
輝,1018,134409,0.0001566253907157,0.9192486929064668,0.9192486929064164
冬,1019,134180,0.0001563585394299,0.9194050514458968,0.9194050514458463
筆,1020,134126,0.0001562956137992,0.919561347059696,0.9195613470596454
菜,1021,133920,0.0001560555641709,0.9197174026238668,0.9197174026238163
彩,1022,133569,0.0001556465475712,0.9198730491714382,0.9198730491713875
券,1023,132832,0.0001547877292409,0.9200278369006792,0.9200278369006284
納,1024,132778,0.0001547248036102,0.9201825617042894,0.9201825617042386
避,1025,132472,0.0001543682250362,0.9203369299293256,0.9203369299292748
没,1026,132155,0.0001539988282781,0.9204909287576036,0.9204909287575529
犬,1027,131896,0.0001536970183086,0.9206446257759124,0.9206446257758615
梅,1028,131845,0.0001536375885462,0.9207982633644586,0.9207982633644077
姉,1029,131579,0.0001533276215505,0.9209515909860092,0.9209515909859582
枠,1030,131423,0.0001531458363951,0.9211047368224042,0.9211047368223534
佳,1031,131300,0.0001530025057918,0.921257739328196,0.9212577393281451
礼,1032,131296,0.000152997844634,0.92141073717283,0.9214107371727791
唱,1033,131043,0.0001527030264012,0.9215634401992312,0.9215634401991804
祐,1034,130752,0.000152363927169,0.9217158041264004,0.9217158041263493
税,1035,130719,0.0001523254726169,0.9218681295990172,0.9218681295989662
潜,1036,130468,0.000152032984963,0.9220201625839802,0.9220201625839293
我,1037,129593,0.0001510133566875,0.9221711759406678,0.9221711759406168
湯,1038,129030,0.0001503572987229,0.9223215332393908,0.9223215332393397
穂,1039,128911,0.0001502186292774,0.922471751868668,0.9224717518686172
逃,1040,128886,0.000150189497041,0.9226219413657092,0.9226219413656582
晴,1041,128679,0.0001499482821232,0.9227718896478324,0.9227718896477815
依,1042,128643,0.0001499063317028,0.9229217959795354,0.9229217959794842
翼,1043,127981,0.0001491349100818,0.9230709308896172,0.923070930889566
買,1044,127850,0.0001489822571628,0.92321991314678,0.9232199131467288
双,1045,127313,0.0001483564967241,0.9233682696435042,0.9233682696434529
孫,1046,127227,0.0001482562818307,0.923516525925335,0.9235165259252835
泰,1047,126880,0.0001478519263889,0.923664377851724,0.9236643778516724
願,1048,126670,0.0001476072156028,0.9238119850673268,0.9238119850672752
弥,1049,126636,0.0001475675957612,0.923959552663088,0.9239595526630364
骨,1050,126565,0.0001474848602097,0.9241070375232978,0.9241070375232461
暗,1051,126083,0.0001469231906911,0.924253960713989,0.9242539607139372
獣,1052,126040,0.0001468730832445,0.9244008337972336,0.9244008337971816
益,1053,125918,0.0001467309179306,0.9245475647151642,0.9245475647151122
炎,1054,125476,0.0001462158599903,0.9246937805751546,0.9246937805751025
厚,1055,125361,0.0001460818517027,0.9248398624268572,0.9248398624268053
緒,1056,125341,0.0001460585459135,0.9249859209727708,0.9249859209727188
潮,1057,125278,0.0001459851326777,0.9251319061054486,0.9251319061053965
敏,1058,124674,0.0001452812978453,0.925277187403294,0.9252771874032418
均,1059,124138,0.000144656702696,0.92542184410599,0.9254218441059379
聴,1060,124135,0.0001446532068276,0.9255664973128176,0.9255664973127654
誕,1061,123845,0.0001443152728849,0.9257108125857024,0.9257108125856504
朗,1062,123793,0.0001442546778331,0.9258550672635356,0.9258550672634834
億,1063,123620,0.0001440530827569,0.9259991203462926,0.9259991203462403
奇,1064,123522,0.00014393888439,0.9261430592306829,0.9261430592306303
維,1065,123475,0.0001438841157855,0.9262869433464684,0.9262869433464158
婦,1066,123086,0.0001434308181865,0.9264303741646548,0.9264303741646023
乃,1067,122531,0.0001427840825375,0.9265731582471924,0.9265731582471398
混,1068,121988,0.000142151330362,0.9267153095775544,0.9267153095775018
距,1069,121576,0.0001416712311054,0.92685698080866,0.9268569808086072
額,1070,121395,0.0001414603137136,0.9269984411223736,0.9269984411223209
軌,1071,120940,0.0001409301070103,0.927139371229384,0.9271393712293312
陣,1072,120820,0.0001407902722754,0.9272801615016594,0.9272801615016066
迎,1073,120155,0.0001400153547861,0.9274201768564456,0.9274201768563928
隠,1074,119898,0.0001397158753955,0.927559892731841,0.9275598927317883
亀,1075,119395,0.0001391297347982,0.9276990224666394,0.9276990224665865
吾,1076,119242,0.0001389514455112,0.9278379739121506,0.9278379739120978
刻,1077,119072,0.0001387533463034,0.927976727258454,0.9279767272584012
渋,1078,118825,0.0001384655198074,0.9281151927782616,0.9281151927782086
誉,1079,118527,0.000138118263549,0.9282533110418104,0.9282533110417577
丹,1080,118250,0.0001377954783692,0.9283911065201798,0.9283911065201269
濃,1081,118171,0.0001377034205021,0.928528809940682,0.928528809940629
枝,1082,117903,0.0001373911229274,0.9286662010636092,0.9286662010635565
献,1083,117677,0.00013712776751,0.9288033288311194,0.9288033288310664
輔,1084,117292,0.0001366791310688,0.9289400079621882,0.9289400079621353
折,1085,117131,0.0001364915194661,0.9290764994816544,0.9290764994816014
嘉,1086,117061,0.0001364099492041,0.9292129094308584,0.9292129094308055
沿,1087,117001,0.0001363400318366,0.929349249462695,0.9293492494626421
批,1088,116659,0.0001359415028421,0.9294851909655372,0.9294851909654842
請,1089,116624,0.000135900717711,0.9296210916832482,0.9296210916831952
鎮,1090,115821,0.0001349649902765,0.9297560566735248,0.9297560566734717
尚,1091,115482,0.0001345699571504,0.9298906266306752,0.9298906266306222
網,1092,115208,0.000134250667839,0.9300248772985142,0.9300248772984612
笠,1093,115185,0.0001342238661815,0.9301591011646958,0.9301591011646426
核,1094,115133,0.0001341632711297,0.9302932644358256,0.9302932644357723
免,1095,114932,0.0001339290479487,0.9304271934837742,0.930427193483721
雷,1096,114604,0.0001335468330066,0.9305607403167808,0.9305607403167276
敬,1097,114589,0.0001335293536647,0.9306942696704456,0.9306942696703924
紅,1098,114341,0.0001332403618792,0.9308275100323248,0.9308275100322716
沙,1099,114209,0.0001330865436708,0.9309605965759956,0.9309605965759424
旗,1100,114018,0.0001328639733844,0.93109346054938,0.9310934605493268
冷,1101,113856,0.0001326751964922,0.9312261357458724,0.931226135745819
菊,1102,113741,0.0001325411882046,0.9313586769340768,0.9313586769340236
豪,1103,112284,0.0001308433614648,0.9314895202955418,0.9314895202954885
羅,1104,112095,0.0001306231217573,0.931620143417299,0.9316201434172457
貞,1105,112076,0.0001306009812576,0.9317507443985568,0.9317507443985034
恐,1106,111026,0.000129377427327,0.9318801218258838,0.9318801218258304
誘,1107,111024,0.0001293750967481,0.932009496922632,0.9320094969225785
隣,1108,110904,0.0001292352620132,0.9321387321846452,0.9321387321845918
才,1109,110838,0.000129158352909,0.9322678905375542,0.9322678905375008
茨,1110,110671,0.0001289637495696,0.9323968542871238,0.9323968542870704
討,1111,110500,0.0001287644850723,0.9325256187721962,0.9325256187721427
融,1112,110487,0.0001287493363093,0.9326543681085055,0.932654368108452
互,1113,110480,0.0001287411792831,0.9327831092877888,0.9327831092877351
吸,1114,110079,0.0001282738982106,0.9329113831859994,0.9329113831859457
筋,1115,109691,0.000127821765901,0.9330392049519004,0.9330392049518467
虫,1116,109461,0.0001275537493258,0.9331667587012265,0.9331667587011725
押,1117,109101,0.000127134245121,0.9332938929463472,0.9332938929462935
李,1118,109081,0.0001271109393319,0.9334210038856792,0.9334210038856254
唯,1119,108846,0.0001268370963093,0.9335478409819886,0.9335478409819348
拓,1120,108543,0.0001264840136036,0.9336743249955924,0.9336743249955384
鏡,1121,108346,0.0001262544515805,0.9338005794471728,0.9338005794471189
燃,1122,107761,0.0001255727572477,0.9339261522044208,0.9339261522043666
賢,1123,107547,0.0001253233853038,0.9340514755897243,0.9340514755896704
剛,1124,107238,0.0001249633108614,0.934176438900586,0.9341764389005318
偵,1125,107129,0.0001248362943105,0.9343012751948964,0.9343012751948423
胞,1126,106231,0.0001237898643775,0.934425065059274,0.9344250650592199
己,1127,106167,0.0001237152858522,0.9345487803451265,0.934548780345072
乳,1128,105846,0.0001233412279363,0.9346721215730628,0.9346721215730084
桃,1129,105151,0.0001225313517632,0.934794652924826,0.9347946529247716
余,1130,104980,0.000122332087266,0.934916985012092,0.9349169850120376
飾,1131,104727,0.0001220372690332,0.9350390222811252,0.9350390222810707
芳,1132,104566,0.0001218496574305,0.9351608719385558,0.9351608719385012
訴,1133,104398,0.0001216538888016,0.9352825258273576,0.9352825258273028
鑑,1134,104307,0.0001215478474609,0.9354040736748184,0.9354040736747636
棋,1135,104117,0.000121326442464,0.9355254001172826,0.9355254001172276
刀,1136,103865,0.0001210327895207,0.9356464329068032,0.9356464329067483
滝,1137,103815,0.0001209745250478,0.935767407431851,0.9357674074317961
齢,1138,103581,0.0001207018473147,0.9358881092791658,0.9358881092791108
譲,1139,103497,0.0001206039630002,0.936008713242166,0.936008713242111
脳,1140,103316,0.0001203930456084,0.9361291062877743,0.9361291062877194
苦,1141,103290,0.0001203627480825,0.936249469035857,0.9362494690358019
束,1142,103231,0.0001202939960045,0.9363697630318616,0.9363697630318064
幡,1143,102802,0.0001197940868272,0.9364895571186888,0.9364895571186336
欠,1144,102312,0.0001192230949929,0.9366087802136815,0.9366087802136265
斎,1145,102270,0.0001191741528357,0.9367279543665172,0.9367279543664622
択,1146,102214,0.0001191088966261,0.9368470632631436,0.9368470632630883
菱,1147,101911,0.0001187558139204,0.936965819077064,0.9369658190770087
夕,1148,101811,0.0001186392849746,0.9370844583620386,0.9370844583619833
侵,1149,101782,0.0001186054915803,0.937203063853619,0.9372030638535636
貫,1150,101330,0.0001180787807455,0.9373211426343644,0.9373211426343091
倍,1151,101286,0.0001180275080093,0.937439170142374,0.9374391701423184
岳,1152,101164,0.0001178853426955,0.9375570554850694,0.9375570554850139
快,1153,101159,0.0001178795162482,0.9376749350013176,0.9376749350012621
筑,1154,100921,0.0001176021773573,0.9377925371786752,0.9377925371786194
疑,1155,100857,0.000117527598832,0.937910064777507,0.9379100647774514
柔,1156,100850,0.0001175194418058,0.9380275842193128,0.9380275842192572
封,1157,100505,0.0001171174169429,0.938144701636256,0.9381447016362001
盗,1158,100332,0.0001169158218667,0.9382616174581226,0.9382616174580668
牛,1159,100028,0.0001165615738716,0.9383781790319944,0.9383781790319384
唐,1160,99449,0.0001158868712756,0.93849406590327,0.938494065903214
繁,1161,99373,0.0001157983092768,0.9386098642125468,0.9386098642124908
触,1162,99190,0.0001155850613061,0.9387254492738528,0.9387254492737969
咲,1163,99038,0.0001154079373085,0.9388408572111616,0.9388408572111053
垣,1164,98997,0.0001153601604407,0.9389562173716024,0.938956217371546
畑,1165,98884,0.000115228482732,0.9390714458543344,0.939071445854278
遣,1166,98865,0.0001152063422323,0.9391866521965668,0.9391866521965103
壁,1167,98847,0.0001151853670221,0.9393018375635888,0.9393018375635325
征,1168,98765,0.0001150898132866,0.9394169273768754,0.939416927376819
栃,1169,98497,0.0001147775157119,0.9395317048925874,0.9395317048925309
栗,1170,98172,0.0001143987966382,0.9396461036892256,0.9396461036891691
挑,1171,98093,0.000114306738771,0.9397604104279966,0.9397604104279401
架,1172,97264,0.0001133407138106,0.9398737511418072,0.9398737511417508
鎌,1173,97149,0.000113206705523,0.9399869578473304,0.9399869578472737
申,1174,96649,0.0001126240607941,0.9400995819081244,0.9400995819080679
斉,1175,96451,0.0001123933334815,0.940211975241606,0.9402119752415493
嶋,1176,96409,0.0001123443913243,0.9403243196329304,0.9403243196328737
訓,1177,96383,0.0001123140937984,0.9404366337267288,0.9404366337266721
弱,1178,96270,0.0001121824160897,0.9405488161428184,0.9405488161427618
塔,1179,96054,0.0001119307135668,0.9406607468563852,0.9406607468563286
抱,1180,96050,0.000111926052409,0.9407726729087944,0.9407726729087376
舗,1181,95964,0.0001118258375156,0.94088449874631,0.9408844987462531
殊,1182,95840,0.0001116813416229,0.940996180087933,0.940996180087876
勲,1183,95832,0.0001116720193072,0.9411078521072402,0.9411078521071832
氷,1184,95559,0.0001113538952853,0.9412192060025256,0.9412192060024684
縁,1185,95428,0.0001112012423663,0.941330407244892,0.9413304072448347
床,1186,95369,0.0001111324902883,0.9414415397351804,0.941441539735123
浮,1187,95255,0.0001109996472901,0.9415525393824704,0.9415525393824131
儀,1188,95239,0.0001109810026588,0.9416635203851292,0.941663520385072
陰,1189,95186,0.0001109192423176,0.941774439627447,0.9417744396273896
綱,1190,95122,0.0001108446637923,0.9418852842912392,0.9418852842911819
否,1191,94687,0.0001103377628782,0.9419956220541176,0.9419956220540601
炭,1192,94585,0.0001102189033535,0.9421058409574712,0.9421058409574136
洞,1193,94522,0.0001101454901177,0.9422159864475887,0.9422159864475312
縮,1194,94320,0.0001099101016472,0.942325896549236,0.9423258965491784
腕,1195,94075,0.0001096246057301,0.9424355211549662,0.9424355211549085
徹,1196,93883,0.0001094008701542,0.9425449220251204,0.9425449220250627
厳,1197,93881,0.0001093985395753,0.942654320564696,0.9426543205646379
責,1198,93874,0.0001093903825491,0.9427637109472452,0.942763710947187
答,1199,93506,0.0001089615560287,0.9428726725032738,0.9428726725032157
荘,1200,93486,0.0001089382502395,0.9429816107535134,0.9429816107534552
損,1201,93416,0.0001088566799775,0.9430904674334908,0.9430904674334327
還,1202,93338,0.0001087657873998,0.9431992332208908,0.9431992332208325
柄,1203,93149,0.0001085455476923,0.9433077787685832,0.9433077787685249
附,1204,93143,0.0001085385559555,0.9434163173245388,0.9434163173244804
刺,1205,93002,0.000108374250142,0.9435246915746808,0.9435246915746224
既,1206,92767,0.0001081004071195,0.9436327919818004,0.9436327919817419
淳,1207,92166,0.0001074000681554,0.9437401920499556,0.9437401920498972
冠,1208,92014,0.0001072229441578,0.9438474149941136,0.943847414994055
卓,1209,91676,0.0001068290763211,0.9439542440704348,0.9439542440703761
歯,1210,91604,0.0001067451754802,0.9440609892459152,0.9440609892458562
