Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,cumulative_frequency
雄,401,515624,0.0006008512113207,0.7170428582275741,0.7170428582275545
清,402,512746,0.0005974975082615,0.7176403557358356,0.7176403557358161
米,403,512679,0.0005974194338678,0.7182377751697036,0.7182377751696839
室,404,511376,0.0005959010617045,0.7188336762314081,0.7188336762313884
旧,405,508070,0.0005920486147574,0.7194257248461656,0.7194257248461458
岩,406,506990,0.0005907901021432,0.7200165149483089,0.720016514948289
富,407,506980,0.0005907784492486,0.7206072933975575,0.7206072933975376
五,408,504083,0.0005874026056897,0.7211946960032473,0.7211946960032273
座,409,503422,0.0005866323493582,0.7217813283526056,0.7217813283525855
判,410,503174,0.0005863433575727,0.7223676717101783,0.7223676717101581
乗,411,502527,0.0005855894152936,0.722953261125472,0.7229532611254518
防,412,500725,0.0005834895636909,0.7235367506891629,0.7235367506891427
起,413,499230,0.0005817474559517,0.7241184981451146,0.7241184981450944
領,414,498276,0.000580635769809,0.7246991339149237,0.7246991339149035
査,415,498078,0.0005804050424964,0.7252795389574201,0.7252795389573998
徳,416,497245,0.0005794343563782,0.7258589733137983,0.725858973313778
航,417,496591,0.0005786722570729,0.7264376455708713,0.7264376455708509
殺,418,496417,0.0005784694967072,0.7270161150675786,0.727016115067558
降,419,495114,0.0005769511245439,0.7275930661921225,0.727593066192102
之,420,494864,0.0005766598021795,0.7281697259943021,0.7281697259942814
限,421,492929,0.0005744049670789,0.728744130961381,0.7287441309613604
省,422,492523,0.0005739318595591,0.7293180628209401,0.7293180628209195
応,423,491132,0.0005723109419235,0.7298903737628637,0.7298903737628429
半,424,490961,0.0005721116774262,0.7304624854402899,0.7304624854402691
列,425,490312,0.0005713554045682,0.7310338408448581,0.7310338408448374
船,426,489999,0.0005709906689679,0.731604831513826,0.7316048315138053
類,427,489070,0.0005699081150617,0.7321747396288878,0.732174739628867
問,428,487166,0.0005676894039343,0.7327424290328222,0.7327424290328013
波,429,486710,0.0005671580319417,0.7333095870647639,0.733309587064743
央,430,482589,0.0005623558740866,0.7338719429388506,0.7338719429388296
皇,431,481964,0.0005616275681756,0.7344335705070262,0.7344335705070052
帝,432,481375,0.000560941212685,0.7349945117197112,0.7349945117196902
巻,433,477656,0.0005566075011919,0.7355511192209032,0.7355511192208821
商,434,477414,0.0005563255011432,0.7361074447220465,0.7361074447220253
周,435,477009,0.0005558535589128,0.7366632982809593,0.736663298280938
挙,436,476796,0.0005556053522583,0.7372189036332177,0.7372189036331963
里,437,476593,0.0005553687984984,0.7377742724317162,0.7377742724316947
医,438,476485,0.000555242947237,0.7383295153789533,0.7383295153789317
打,439,475213,0.0005537606990468,0.7388832760780002,0.7388832760779784
香,440,474775,0.0005532503022644,0.7394365263802646,0.7394365263802428
歳,441,474546,0.0005529834509786,0.7399895098312432,0.7399895098312215
争,442,474262,0.0005526525087726,0.7405421623400159,0.740542162339994
介,443,473658,0.0005519486739402,0.7410941110139562,0.7410941110139342
芸,444,472194,0.0005502426901741,0.7416443537041304,0.7416443537041083
尾,445,470661,0.0005484563014355,0.742192810005566,0.7421928100055438
認,446,467869,0.0005452028132697,0.7427380128188358,0.7427380128188136
示,447,467599,0.0005448881851162,0.743282901003952,0.7432829010039298
将,448,465249,0.0005421497548906,0.7438250507588426,0.7438250507588204
頭,449,464215,0.0005409448455914,0.7443659956044341,0.7443659956044119
氏,450,463367,0.0005399566801313,0.7449059522845655,0.7449059522845431
志,451,463007,0.0005395371759265,0.745445489460492,0.7454454894604696
反,452,459773,0.0005357686298204,0.7459812580903126,0.74598125809029
食,453,459463,0.0005354073900886,0.7465166654804012,0.7465166654803786
速,454,457018,0.0005325582573646,0.7470492237377658,0.7470492237377433
影,455,457008,0.00053254660447,0.7475817703422358,0.7475817703422133
専,456,456970,0.0005325023234706,0.7481142726657065,0.7481142726656839
黒,457,456820,0.0005323275300519,0.7486466001957585,0.7486466001957358
株,458,455716,0.0005310410504907,0.7491776412462492,0.7491776412462265
投,459,453928,0.0005289575129404,0.7497065987591897,0.7497065987591669
警,460,453203,0.0005281126780836,0.7502347114372733,0.7502347114372505
詞,461,453182,0.000528088207005,0.7507627996442783,0.7507627996442555
観,462,449805,0.0005241530245064,0.7512869526687848,0.7512869526687619
各,463,449517,0.0005238174211426,0.7518107700899274,0.7518107700899045
側,464,448137,0.000522209321691,0.7523329794116185,0.7523329794115955
護,465,446907,0.0005207760156581,0.7528537554272766,0.7528537554272536
載,466,445265,0.0005188626103686,0.7533726180376452,0.7533726180376222
資,467,444203,0.0005176250729645,0.7538902431106098,0.7538902431105867
今,468,444199,0.0005176204118067,0.7544078635224166,0.7544078635223934
助,469,444097,0.000517501552282,0.7549253650746988,0.7549253650746754
賀,470,443793,0.0005171473042869,0.7554425123789857,0.7554425123789623
秋,471,443703,0.0005170424282357,0.7559595548072215,0.755959554807198
宇,472,438743,0.0005112625925257,0.7564708173997473,0.7564708173997237
済,473,438569,0.00051105983216,0.7569818772319074,0.7569818772318837
念,474,438231,0.0005106659643234,0.7574925431962307,0.7574925431962071
準,475,436252,0.0005083598564866,0.7580009030527174,0.7580009030526936
銀,476,435666,0.0005076769968644,0.7585085800495819,0.758508580049558
規,477,434833,0.0005067063107462,0.7590152863603281,0.7590152863603042
母,478,434821,0.0005066923272727,0.7595219786876009,0.759521978687577
攻,479,432854,0.0005044002029095,0.7600263788905104,0.7600263788904865
更,480,432686,0.0005042044342806,0.7605305833247911,0.7605305833247671
図,481,431642,0.0005029878720868,0.7610335711968779,0.7610335711968539
父,482,431488,0.0005028084175103,0.7615363796143882,0.7615363796143642
永,483,430438,0.0005015848635797,0.762037964477968,0.7620379644779438
渡,484,429362,0.0005003310121233,0.7625382954900913,0.7625382954900671
継,485,429230,0.0005001771939149,0.7630384726840063,0.7630384726839821
催,486,428410,0.0004992216565596,0.763537694340566,0.7635376943405416
敗,487,427835,0.0004985516151214,0.7640362459556874,0.764036245955663
企,488,427525,0.0004981903753896,0.764534436331077,0.7645344363310526
急,489,423105,0.0004930397959867,0.7650274761270637,0.7650274761270393
像,490,422926,0.0004928312091737,0.7655203073362374,0.7655203073362129
派,491,422891,0.0004927904240427,0.7660130977602803,0.7660130977602556
落,492,422133,0.0004919071346338,0.7665050048949141,0.7665050048948894
魔,493,420735,0.000490278059972,0.7669952829548862,0.7669952829548614
坂,494,419994,0.0004894145804839,0.7674846975353701,0.7674846975353453
思,495,419637,0.0004889985721475,0.7679736961075176,0.7679736961074928
味,496,416599,0.0004854584227751,0.7684591545302928,0.7684591545302679
倉,497,416557,0.0004854094806179,0.7689445640109107,0.7689445640108858
切,498,414692,0.0004832362157793,0.7694278002266901,0.7694278002266651
陽,499,414353,0.0004828411826532,0.7699106414093433,0.7699106414093183
根,500,413856,0.0004822620337927,0.770392903443136,0.770392903443111
離,501,413280,0.0004815908270651,0.7708744942702012,0.7708744942701761
走,502,413157,0.0004814474964618,0.771355941766663,0.7713559417666379
令,503,412994,0.0004812575542802,0.7718371993209432,0.7718371993209181
素,504,412771,0.0004809976947311,0.7723181970156744,0.7723181970156492
量,505,411978,0.0004800736201912,0.7727982706358656,0.7727982706358404
職,506,410360,0.0004781881818487,0.7732764588177143,0.7732764588176891
異,507,409091,0.0004767094295269,0.7737531682472413,0.7737531682472161
玉,508,407974,0.0004754078012027,0.774228576048444,0.7742285760484188
復,509,407281,0.0004746002556085,0.7747031763040525,0.7747031763040273
独,510,406889,0.0004741434621411,0.7751773197661936,0.7751773197661684
担,511,406529,0.0004737239579364,0.7756510437241301,0.7756510437241049
円,512,406443,0.000473623743043,0.7761246674671731,0.7761246674671479
豊,513,405374,0.0004723780486127,0.7765970455157859,0.7765970455157606
込,514,405083,0.0004720389493806,0.7770690844651665,0.7770690844651412
害,515,404116,0.000470912114475,0.7775399965796416,0.7775399965796163
火,516,403841,0.0004705916598741,0.7780105882395157,0.7780105882394903
御,517,403429,0.0004701115606176,0.7784806998001333,0.7784806998001079
委,518,401317,0.000467650469283,0.7789483502694163,0.7789483502693909
病,519,400567,0.0004667765021897,0.7794151267716061,0.7794151267715806
堂,520,399513,0.0004655482871014,0.7798806750587075,0.7798806750586821
宗,521,397135,0.000462777228771,0.7803434522874786,0.780343452287453
過,522,394993,0.0004602811787527,0.7808037334662313,0.7808037334662058
単,523,394589,0.0004598104018118,0.7812635438680432,0.7812635438680176
章,524,394247,0.0004594118728173,0.7817229557408605,0.7817229557408348
赤,525,393891,0.0004589970297703,0.7821819527706309,0.7821819527706051
足,526,393126,0.0004581055833352,0.7826400583539661,0.7826400583539403
完,527,392217,0.0004570463352182,0.7830971046891844,0.7830971046891585
泉,528,391966,0.0004567538475643,0.7835538585367487,0.7835538585367228
歴,529,391266,0.000455938144944,0.7840097966816928,0.7840097966816668
秀,530,391005,0.0004556340043955,0.7844654306860883,0.7844654306860623
友,531,390818,0.0004554160952669,0.7849208467813553,0.7849208467813292
及,532,390801,0.0004553962853462,0.7853762430667015,0.7853762430666754
飛,533,390738,0.0004553228721103,0.7858315659388119,0.7858315659387857
夜,534,390622,0.0004551876985332,0.7862867536373451,0.7862867536373189
聞,535,389472,0.0004538476156569,0.786740601253002,0.7867406012529758
好,536,388808,0.000453073863457,0.7871936751164591,0.7871936751164329
守,537,387753,0.0004518444830792,0.7876455195995383,0.7876455195995121
旅,538,386627,0.0004505323671498,0.7880960519666882,0.7880960519666619
聖,539,386204,0.0004500394497092,0.7885460914163975,0.7885460914163711
児,540,382748,0.0004460122093435,0.7889921036257411,0.7889921036257146
九,541,381819,0.0004449296554374,0.7894370332811785,0.789437033281152
接,542,381461,0.0004445124818115,0.7898815457629901,0.7898815457629635
容,543,380237,0.0004430861675153,0.7903246319305055,0.7903246319304789
感,544,379468,0.0004421900599224,0.7907668219904279,0.7907668219904013
率,545,377591,0.0004400028116104,0.7912068248020383,0.7912068248020117
導,546,376816,0.0004390997122807,0.791645924514319,0.7916459245142924
樹,547,376722,0.0004389901750716,0.7920849146893907,0.792084914689364
典,548,375148,0.0004371560094653,0.792522070698856,0.7925220706988293
験,549,374857,0.0004368169102331,0.7929588876090892,0.7929588876090624
廃,550,374771,0.0004367166953397,0.7933956043044289,0.7933956043044021
授,551,374563,0.0004364743151325,0.7938320786195615,0.7938320786195346
帯,552,374212,0.0004360652985329,0.7942681439180944,0.7942681439180675
未,553,372530,0.0004341052816651,0.7947022491997595,0.7947022491997326
張,554,371229,0.0004325892400807,0.7951348384398402,0.7951348384398134
係,555,371172,0.0004325228185816,0.7955673612584219,0.795567361258395
展,556,368591,0.0004295152064913,0.7959968764649132,0.7959968764648863
蔵,557,368358,0.0004292436940477,0.796426120158961,0.796426120158934
察,558,367598,0.0004283580740599,0.7968544782330209,0.7968544782329939
態,559,367500,0.000428243875693,0.797282722108714,0.7972827221086869
客,560,366543,0.000427128693682,0.7977098508023961,0.7977098508023689
質,561,365317,0.0004257000488069,0.798135550851203,0.7981355508511758
与,562,364169,0.0004243622965095,0.7985599131477126,0.7985599131476854
供,563,362982,0.0004229790979233,0.7989828922456359,0.7989828922456087
丁,564,361953,0.0004217800150713,0.7994046722607073,0.79940467226068
刊,565,360479,0.0004200623784107,0.7998247346391181,0.7998247346390908
追,566,360379,0.000419945849465,0.8002446804885831,0.8002446804885558
宝,567,359884,0.0004193690311834,0.8006640495197666,0.8006640495197392
闘,568,358604,0.0004178774606776,0.8010819269804442,0.8010819269804168
創,569,357365,0.0004164336670396,0.8014983606474838,0.8014983606474564
浦,570,357140,0.0004161714769116,0.8019145321243955,0.801914532124368
消,571,356363,0.000415266047003,0.8023297981713985,0.8023297981713711
幸,572,356135,0.0004150003610066,0.8027447985324052,0.8027447985323777
健,573,355457,0.0004142102947543,0.8031590088271596,0.803159008827132
著,574,354305,0.0004128678812991,0.8035718767084588,0.8035718767084311
提,575,353046,0.0004114007818719,0.8039832774903307,0.803983277490303
越,576,352976,0.0004113192116099,0.8043945967019406,0.8043945967019128
瀬,577,352836,0.0004111560710858,0.8048057527730264,0.8048057527729986
増,578,351044,0.0004090678723776,0.8052148206454041,0.8052148206453762
池,579,351030,0.0004090515583252,0.8056238722037293,0.8056238722037014
失,580,350685,0.0004086495334623,0.8060325217371918,0.8060325217371637
例,581,349150,0.0004068608141448,0.8064393825513366,0.8064393825513084
辺,582,348145,0.0004056896982399,0.8068450722495766,0.8068450722495484
末,583,344763,0.000401748689294,0.8072468209388707,0.8072468209388424
比,584,344501,0.0004014433834561,0.8076482643223268,0.8076482643222984
興,585,344239,0.0004011380776182,0.808049402399945,0.8080494023999166
残,586,340956,0.0003973124323287,0.8084467148322738,0.8084467148322453
告,587,340764,0.0003970886967528,0.8088438035290266,0.8088438035289981
彦,588,340393,0.000396656374364,0.8092404599033907,0.8092404599033621
丸,589,340032,0.0003962357048698,0.8096366956082605,0.8096366956082319
華,590,339531,0.0003956518948515,0.810032347503112,0.8100323475030834
評,591,338404,0.0003943386136327,0.8104266861167448,0.8104266861167161
勢,592,337490,0.0003932735390684,0.8108199596558133,0.8108199596557845
補,593,337371,0.0003931348696229,0.8112130945254363,0.8112130945254074
含,594,335807,0.0003913123569111,0.8116044068823475,0.8116044068823185
鳥,595,333234,0.0003883140671366,0.811992720949484,0.8119927209494551
想,596,332335,0.0003872664719141,0.8123799874213982,0.8123799874213692
塚,597,332177,0.0003870823561798,0.8127670697775781,0.812767069777549
必,598,332168,0.0003870718685747,0.8131541416461529,0.8131541416461237
視,599,331757,0.0003865929346076,0.8135407345807605,0.8135407345807313
首,600,331064,0.0003857853890134,0.8139265199697739,0.8139265199697446
段,601,330203,0.0003847820747904,0.8143113020445644,0.8143113020445351
舞,602,329465,0.0003839220911706,0.814695224135735,0.8146952241357056
角,603,328783,0.0003831273637605,0.8150783514994956,0.8150783514994661
響,604,328780,0.0003831238678921,0.8154614753673878,0.8154614753673581
従,605,327954,0.0003821613388001,0.8158436367061879,0.8158436367061582
祭,606,327360,0.0003814691568622,0.8162251058630502,0.8162251058630204
仕,607,326407,0.0003803586360091,0.8166054644990594,0.8166054644990295
了,608,325960,0.0003798377516215,0.8169853022506809,0.816985302250651
細,609,325396,0.0003791805283674,0.8173644827790483,0.8173644827790184
夏,610,321910,0.0003751183293179,0.8177396011083663,0.8177396011083363
去,611,320244,0.0003731769570815,0.8181127780654478,0.8181127780654178
群,612,319843,0.0003727096760089,0.8184854877414568,0.8184854877414267
確,613,319206,0.0003719673866244,0.8188574551280813,0.8188574551280511
鹿,614,318563,0.0003712181055031,0.8192286732335844,0.8192286732335542
若,615,318248,0.0003708510393239,0.8195995242729084,0.8195995242728781
境,616,317427,0.0003698943366792,0.8199694186095876,0.8199694186095573
源,617,317346,0.0003697999482331,0.8203392185578208,0.8203392185577904
講,618,317017,0.0003694165680016,0.8207086351258224,0.820708635125792
歩,619,314865,0.0003669088650887,0.8210755439909111,0.8210755439908807
房,620,314549,0.00036654063362,0.8214420846245312,0.8214420846245006
差,621,314238,0.0003661782285987,0.8218082628531299,0.8218082628530994
街,622,313807,0.0003656759888424,0.8221739388419724,0.8221739388419418
早,623,313212,0.0003649826416151,0.8225389214835876,0.8225389214835569
破,624,311689,0.0003632079057711,0.8229021293893588,0.8229021293893279
織,625,311630,0.0003631391536931,0.8232652685430519,0.8232652685430211
薬,626,310980,0.0003623817155456,0.8236276502585976,0.8236276502585667
象,627,310027,0.0003612711946925,0.8239889214532902,0.8239889214532592
籍,628,309957,0.0003611896244304,0.8243501110777206,0.8243501110776896
便,629,309922,0.0003611488392994,0.8247112599170201,0.824711259916989
程,630,309200,0.000360307500311,0.8250715674173311,0.8250715674173
竹,631,309023,0.000360101244077,0.8254316686614082,0.8254316686613771
満,632,308768,0.0003598040952653,0.8257914727566734,0.8257914727566423
農,633,306058,0.000356646160835,0.8261481189175084,0.8261481189174773
検,634,305589,0.0003560996400793,0.8265042185575877,0.8265042185575566
静,635,305568,0.0003560751690007,0.8268602937265884,0.8268602937265573
環,636,304851,0.0003552396564596,0.8272155333830481,0.8272155333830169
築,637,303629,0.0003538156727423,0.8275693490557905,0.8275693490557592
右,638,303082,0.000353178259409,0.8279225273151994,0.8279225273151681
深,639,300059,0.0003496555893784,0.8282721829045779,0.8282721829045465
述,640,300020,0.0003496101430896,0.8286217930476676,0.8286217930476362
帰,641,299946,0.0003495239116697,0.8289713169593373,0.8289713169593058
也,642,299889,0.0003494574901706,0.829320774449508,0.8293207744494764
非,643,299025,0.0003484506800792,0.8296692251295873,0.8296692251295555
貴,644,298776,0.0003481605230042,0.8300173856525915,0.8300173856525598
弘,645,297633,0.0003468285971541,0.8303642142497457,0.8303642142497139
卒,646,296427,0.0003454232580682,0.8307096375078139,0.830709637507782
留,647,295063,0.0003438338032479,0.8310534713110619,0.8310534713110299
悪,648,295036,0.0003438023404326,0.8313972736514945,0.8313972736514625
甲,649,294670,0.000343375844491,0.8317406494959856,0.8317406494959535
般,650,294509,0.0003431882328884,0.832083837728874,0.8320838377288419
居,651,294398,0.0003430588857586,0.8324268966146325,0.8324268966146005
弾,652,293241,0.000341710645856,0.8327686072604886,0.8327686072604564
個,653,292978,0.0003414041747287,0.8331100114352173,0.8331100114351851
財,654,292965,0.0003413890259657,0.8334514004611832,0.8334514004611508
康,655,292611,0.0003409765134977,0.8337923769746809,0.8337923769746486
断,656,291684,0.0003398962901704,0.8341322732648514,0.834132273264819
恋,657,291308,0.0003394581413344,0.8344717314061858,0.8344717314061534
順,658,291167,0.0003392938355208,0.8348110252417067,0.8348110252416742
階,659,290506,0.0003385235791893,0.8351495488208961,0.8351495488208635
短,660,290098,0.0003380481410906,0.8354875969619867,0.8354875969619541
超,661,289978,0.0003379083063557,0.8358255052683424,0.8358255052683098
毎,662,289690,0.0003375727029919,0.8361630779713344,0.8361630779713017
左,663,289290,0.0003371065872088,0.8365001845585432,0.8365001845585105
六,664,289129,0.0003369189756061,0.8368371035341494,0.8368371035341166
臣,665,288062,0.0003356756117548,0.8371727791459043,0.8371727791458714
邦,666,288028,0.0003356359919132,0.8375084151378175,0.8375084151377846
藩,667,287609,0.0003351477356305,0.837843562873448,0.8378435628734151
週,668,286338,0.0003336666527298,0.8381772295261778,0.8381772295261449
標,669,283736,0.0003306345695609,0.8385078640957387,0.8385078640957059
熊,670,282037,0.0003286547427723,0.8388365188385111,0.8388365188384782
然,671,280606,0.0003269872135584,0.8391635060520696,0.8391635060520366
遠,672,280231,0.0003265502300118,0.8394900562820814,0.8394900562820484
読,673,279707,0.000325939618336,0.8398159959004174,0.8398159959003845
恵,674,279587,0.000325799783601,0.8401417956840185,0.8401417956839855
価,675,279065,0.0003251915025041,0.8404669871865227,0.8404669871864896
百,676,278588,0.0003246356594328,0.8407916228459555,0.8407916228459223
停,677,278276,0.000324272089122,0.8411158949350777,0.8411158949350444
漫,678,277723,0.0003236276840519,0.8414395226191297,0.8414395226190963
就,679,277666,0.0003235612625529,0.8417630838816826,0.8417630838816492
庁,680,277091,0.0003228912211147,0.8420859751027974,0.842085975102764
働,681,276131,0.0003217725432353,0.8424077476460328,0.8424077476459992
奏,682,275537,0.0003210803612975,0.8427288280073303,0.8427288280072968
郷,683,274653,0.0003200502454169,0.8430488782527472,0.8430488782527137
証,684,273554,0.0003187695923029,0.8433676478450501,0.8433676478450166
鈴,685,273306,0.0003184806005174,0.8436861284455676,0.843686128445534
課,686,272674,0.0003177441375802,0.8440038725831478,0.8440038725831143
極,687,272568,0.0003176206168977,0.8443214932000455,0.8443214932000119
羽,688,271081,0.0003158878314741,0.8446373810315196,0.844637381031486
照,689,270895,0.000315671087635,0.8449530521191547,0.844953052119121
写,690,270369,0.0003150581453803,0.8452681102645351,0.8452681102645013
談,691,270337,0.0003150208561176,0.8455831311206528,0.8455831311206189
援,692,270210,0.0003148728643565,0.8458980039850093,0.8458980039849754
遺,693,270074,0.0003147143849902,0.8462127183699996,0.8462127183699656
宿,694,269319,0.0003138345914497,0.8465265529614493,0.8465265529614153
婚,695,265811,0.0003097467560322,0.8468362997174815,0.8468362997174476
盤,696,265468,0.0003093470617482,0.8471456467792298,0.8471456467791958
温,697,265454,0.0003093307476958,0.8474549775269257,0.8474549775268916
振,698,264651,0.0003083950202613,0.847763372547187,0.8477633725471528
誌,699,264456,0.0003081677888171,0.8480715403360042,0.84807154033597
岸,700,264413,0.0003081176813704,0.8483796580173746,0.8483796580173404
除,701,264148,0.0003078088796641,0.8486874668970388,0.8486874668970045
盟,702,264114,0.0003077692598225,0.8489952361568613,0.8489952361568269
跡,703,263723,0.0003073136316446,0.849302549788506,0.8493025497884715
血,704,262525,0.0003059176148743,0.8496084674033803,0.8496084674033458
射,705,262193,0.0003055307387744,0.8499139981421546,0.8499139981421202
頃,706,261838,0.0003051170610169,0.8502191152031715,0.8502191152031371
諸,707,261617,0.0003048595320467,0.8505239747352183,0.8505239747351838
刑,708,261096,0.0003042524162393,0.8508282271514577,0.8508282271514231
幕,709,260698,0.0003037886310351,0.8511320157824929,0.8511320157824582
植,710,259432,0.0003023133745817,0.8514343291570746,0.85143432915704
販,711,259415,0.000302293564661,0.8517366227217357,0.851736622721701
模,712,258847,0.000301631680249,0.8520382544019847,0.85203825440195
絵,713,258579,0.0003013193826743,0.8523395737846591,0.8523395737846243
延,714,258453,0.0003011725562027,0.8526407463408618,0.852640746340827
療,715,258137,0.0003008043247341,0.852941550665596,0.8529415506655611
積,716,257997,0.00030064118421,0.853242191849806,0.8532421918497711
板,717,257398,0.0002999431758248,0.8535421350256309,0.853542135025596
七,718,256462,0.0002988524648925,0.8538409874905234,0.8538409874904884
習,719,255909,0.0002982080598224,0.8541391955503458,0.8541391955503108
訳,720,254565,0.0002966419107913,0.854435837461137,0.8544358374611021
麻,721,252847,0.000294639943503,0.85473047740464,0.8547304774046051
推,722,252440,0.0002941656706937,0.8550246430753338,0.8550246430752988
秒,723,251076,0.0002925762158735,0.8553172192912073,0.8553172192911723
岐,724,251012,0.0002925016373482,0.8556097209285555,0.8556097209285205
割,725,250490,0.0002918933562513,0.8559016142848068,0.8559016142847719
整,726,249682,0.0002909518023695,0.8561925660871763,0.8561925660871413
算,727,249051,0.0002902165047217,0.856482782591898,0.8564827825918631
養,728,249028,0.0002901897030642,0.8567729722949622,0.8567729722949272
草,729,247780,0.000288735421821,0.8570617077167832,0.8570617077167482
隆,730,247708,0.00028865152098,0.8573503592377634,0.8573503592377282
負,731,247434,0.0002883322316686,0.8576386914694321,0.8576386914693968
湾,732,247047,0.0002878812646485,0.8579265727340806,0.8579265727340453
併,733,247006,0.0002878334877807,0.8582144062218614,0.858214406221826
韓,734,246571,0.0002873265868667,0.8585017328087281,0.8585017328086927
労,735,246298,0.0002870084628447,0.8587887412715729,0.8587887412715374
望,736,246107,0.0002867858925583,0.8590755271641313,0.8590755271640956
何,737,244618,0.0002850507765558,0.8593605779406872,0.8593605779406515
精,738,244349,0.0002847373136917,0.8596453152543789,0.8596453152543432
弟,739,244117,0.0002844669665375,0.8599297822209165,0.8599297822208807
策,740,242670,0.0002827807926923,0.8602125630136089,0.860212563013573
裁,741,241144,0.0002810025609799,0.8604935655745889,0.8604935655745528
難,742,240052,0.0002797300648921,0.860773295639481,0.8607732956394449
妻,743,239327,0.0002788852300353,0.8610521808695164,0.8610521808694802
密,744,239290,0.0002788421143254,0.8613310229838418,0.8613310229838056
龍,745,238474,0.0002778912381279,0.8616089142219697,0.8616089142219335
仁,746,237722,0.0002770149404558,0.8618859291624256,0.8618859291623894
忠,747,236718,0.0002758449898403,0.8621617741522659,0.8621617741522297
低,748,236523,0.000275617758396,0.8624373919106619,0.8624373919106257
私,749,235991,0.0002749978244045,0.8627123897350665,0.8627123897350303
略,750,235535,0.0002744664524118,0.8629868561874784,0.8629868561874421
案,751,235307,0.0002742007664155,0.8632610569538939,0.8632610569538576
換,752,235294,0.0002741856176525,0.8635352425715465,0.86353524257151
阿,753,234428,0.0002731764769822,0.8638084190485287,0.8638084190484923
輪,754,232307,0.0002707048980425,0.8640791239465712,0.8640791239465347
伴,755,230965,0.0002691410795903,0.8643482650261615,0.864348265026125
徒,756,230066,0.0002680934843678,0.8646163585105293,0.8646163585104929
砲,757,230011,0.0002680293934477,0.864884387903977,0.8648843879039406
突,758,229973,0.0002679851124483,0.8651523730164253,0.8651523730163889
効,759,229625,0.000267579591717,0.8654199526081424,0.8654199526081059
智,760,229588,0.0002675364760071,0.8656874890841495,0.865687489084113
功,761,229032,0.0002668885750686,0.8659543776592181,0.8659543776591816
慶,762,228786,0.000266601913862,0.8662209795730802,0.8662209795730436
裕,763,227453,0.000265048583015,0.8664860281560952,0.8664860281560586
沖,764,226758,0.0002642387068419,0.8667502668629371,0.8667502668629005
替,765,226665,0.0002641303349223,0.8670143971978594,0.8670143971978228
爆,766,226605,0.0002640604175549,0.8672784576154143,0.8672784576153777
潟,767,226305,0.0002637108307176,0.867542168446132,0.8675421684460953
求,768,226217,0.0002636082852453,0.8678057767313773,0.8678057767313406
喜,769,225997,0.0002633519215646,0.868069128652942,0.8680691286529052
宙,770,225472,0.0002627401445993,0.8683318687975413,0.8683318687975045
描,771,224900,0.0002620735990295,0.868593942396571,0.868593942396534
処,772,224742,0.0002618894832952,0.8688558318798663,0.8688558318798292
複,773,224660,0.0002617939295597,0.869117625809426,0.8691176258093889
材,774,224127,0.0002611728302788,0.8693787986397048,0.8693787986396677
脚,775,223635,0.0002605995078656,0.8696393981475704,0.8696393981475333
矢,776,222617,0.0002594132431977,0.8698988113907682,0.869898811390731
乱,777,222027,0.0002587257224177,0.8701575371131859,0.8701575371131487
熱,778,221192,0.0002577527057205,0.8704152898189065,0.8704152898188692
栄,779,219238,0.0002554757301202,0.8706707655490268,0.8706707655489894
険,780,219169,0.0002553953251476,0.8709261608741745,0.870926160874137
獲,781,218531,0.0002546518704736,0.8711808127446482,0.8711808127446106
仮,782,218027,0.000254064564587,0.8714348773092352,0.8714348773091976
探,783,216774,0.0002526044568965,0.8716874817661318,0.871687481766094
休,784,216707,0.0002525263825029,0.8719400081486347,0.871940008148597
酸,785,216435,0.0002522094237704,0.8721922175724052,0.8721922175723673
笑,786,216403,0.0002521721345077,0.872444389706913,0.872444389706875
舎,787,216338,0.000252096390693,0.872696486097606,0.872696486097568
仙,788,215911,0.0002515988120946,0.8729480849097006,0.8729480849096626
故,789,215334,0.0002509264400775,0.8731990113497781,0.8731990113497401
採,790,214938,0.0002504649854522,0.8734494763352304,0.8734494763351923
寄,791,214429,0.0002498718531183,0.8736993481883487,0.8736993481883106
亡,792,214105,0.000249494299334,0.8739488424876828,0.8739488424876446
布,793,214078,0.0002494628365186,0.8741983053242015,0.8741983053241632
夢,794,212345,0.0002474433898885,0.8744457487140901,0.8744457487140517
囲,795,212068,0.0002471206047087,0.8746928693187989,0.8746928693187603
端,796,211806,0.0002468152988708,0.8749396846176697,0.8749396846176312
竜,797,211424,0.000246370158298,0.8751860547759678,0.8751860547759291
紙,798,211389,0.000246329373167,0.8754323841491348,0.8754323841490962
娘,799,211000,0.0002458760755679,0.8756782602247029,0.8756782602246641
雑,800,210322,0.0002450860093156,0.8759233462340186,0.8759233462339797
兄,801,210271,0.0002450265795533,0.876168372813572,0.876168372813533
席,802,210059,0.0002447795381883,0.8764131523517603,0.8764131523517213
撮,803,209925,0.000244623389401,0.8766577757411613,0.8766577757411224
違,804,208856,0.0002433776949707,0.8769011534361321,0.8769011534360931
札,805,208613,0.0002430945296325,0.8771442479657646,0.8771442479657255
節,806,208610,0.0002430910337641,0.8773873389995288,0.8773873389994896
為,807,208351,0.0002427892237946,0.8776301282233234,0.8776301282232842
俊,808,207842,0.0002421960914606,0.8778723243147841,0.8778723243147448
革,809,207839,0.0002421925955923,0.8781145169103765,0.8781145169103372
哲,810,207750,0.0002420888848305,0.878356605795207,0.8783566057951676
