Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,AVG FREQ,FREQ (1),FREQ BIG 5,meanings,grade,jlpt,heisig_en,stroke_count,unicode,on_readings,kun_readings
砂,1016,135049,0.0001573711759686,0.918934812868728,1080,1065,1053,sand,6,2,sand,9,7802,"サ, シャ",すな
範,1017,134949,0.0001572546470228,0.919092067515751,1053,1078,1103,"example, model, pattern",8,1,pattern,15,7BC4,ハン,0
輝,1018,134409,0.0001566253907157,0.9192486929064668,1197,1180,1198,"gleam, radiance, shine, sparkle, twinkle",8,1,radiance,15,8F1D,キ,かがや.く
冬,1019,134180,0.0001563585394299,0.9194050514458968,1020,1006,1007,winter,2,3,winter,5,51AC,トウ,ふゆ
筆,1020,134126,0.0001562956137992,0.919561347059696,875,908,996,"handwriting, painting brush, writing, writing brush",3,2,writing brush,12,7B46,ヒツ,ふで
菜,1021,133920,0.0001560555641709,0.9197174026238668,1091,1053,1047,"greens, side dish, vegetable",4,3,vegetable,11,83DC,サイ,な
彩,1022,133569,0.0001556465475712,0.9198730491714382,1219,1218,1282,"coloring, makeup, paint",8,1,coloring,11,5F69,サイ,いろど.る
券,1023,132832,0.0001547877292409,0.9200278369006792,967,994,1111,ticket,5,2,ticket,8,5238,ケン,0
納,1024,132778,0.0001547248036102,0.9201825617042894,871,851,839,"obtain, pay, reap, settlement, store, supply",6,1,settlement,10,7D0D,"トウ, ナ, ナッ, ナン, ノウ","-おさ.める, おさ.まる, おさ.める"
避,1025,132472,0.0001543682250362,0.9203369299293256,850,900,969,"avert, avoid, evade, shirk, shun, ward off",8,1,evade,16,907F,ヒ,"さ.ける, よ.ける"
没,1026,132155,0.0001539988282781,0.9204909287576036,1250,1283,1360,"die, disappear, drown, fall into, hide, sink",8,1,drown,7,6CA1,"ボツ, モツ","おぼ.れる, しず.む, ない"
犬,1027,131896,0.0001536970183086,0.9206446257759124,1007,955,938,dog,1,3,dog,4,72AC,ケン,"いぬ, いぬ-"
梅,1028,131845,0.0001536375885462,0.9207982633644586,1144,1093,1072,plum,4,1,plum,10,6885,バイ,うめ
姉,1029,131579,0.0001533276215505,0.9209515909860092,1145,1105,1084,elder sister,2,3,elder sister,8,59C9,シ,"あね, はは"
枠,1030,131423,0.0001531458363951,0.9211047368224042,1226,1296,1411,"(kokuji), bounding-box, frame, framework, spindle, spool",8,1,frame,8,67A0,0,わく
佳,1031,131300,0.0001530025057918,0.921257739328196,1621,1591,1654,"beautiful, excellent, good, pleasing, skilled",8,1,excellent,8,4F73,カ,0
礼,1032,131296,0.000152997844634,0.92141073717283,970,932,900,"bow, ceremony, remuneration, salute, thanks",3,2,salute/salutation,5,793C,"ライ, レイ",0
唱,1033,131043,0.0001527030264012,0.9215634401992312,1263,1285,1318,"call upon, chant, recite, yell",4,1,chant,11,5531,ショウ,とな.える
祐,1034,130752,0.000152363927169,0.9217158041264004,0,0,0,help,9,1,ancestral tablet,9,7950,"ウ, ユウ",たす.ける
税,1035,130719,0.0001523254726169,0.9218681295990172,677,683,723,"duty, tax",5,2,tax,12,7A0E,ゼイ,0
潜,1036,130468,0.000152032984963,0.9220201625839802,1254,1274,1324,"conceal, hide, hush, lower (voice), submerge",8,1,submerge,15,6F5C,セン,"かく.れる, くぐ.る, ひそ.む, ひそ.める, もぐ.る"
我,1037,129593,0.0001510133566875,0.9221711759406678,791,756,699,"I, ego, oneself, our, selfish",6,1,ego,7,6211,ガ,"わ, わ.が-, わが-, われ"
湯,1038,129030,0.0001503572987229,0.9223215332393908,1052,995,973,"bath, hot spring, hot water",3,2,hot water,12,6E6F,トウ,ゆ
穂,1039,128911,0.0001502186292774,0.922471751868668,1491,1466,1502,"crest (wave), ear, ear (grain), head",8,1,ear (of a plant),15,7A42,スイ,ほ
逃,1040,128886,0.000150189497041,0.9226219413657092,880,848,823,"escape, evade, flee, set free, shirk",8,2,escape,9,9003,トウ,"に.がす, に.げる, のが.す, のが.れる"
晴,1041,128679,0.0001499482821232,0.9227718896478324,966,904,866,clear up,2,2,clear up,12,6674,セイ,"-ば.れ, は.らす, は.れ, は.れ-, は.れる"
依,1042,128643,0.0001499063317028,0.9229217959795354,832,871,951,"consequently, depend on, due to, reliant, therefore",8,2,reliant,8,4F9D,"イ, エ",よ.る
翼,1043,127981,0.0001491349100818,0.9230709308896172,1336,1369,1440,"flank, plane, wing",8,1,wing,17,7FFC,ヨク,つばさ
買,1044,127850,0.0001489822571628,0.92321991314678,530,470,404,buy,2,4,buy,12,8CB7,バイ,か.う
双,1045,127313,0.0001483564967241,0.9233682696435042,1200,1227,1269,"comparison, counter for pairs, pair, set",8,2,pair,4,53CC,ソウ,"たぐい, ならぶ, ふた, ふたつ"
孫,1046,127227,0.0001482562818307,0.923516525925335,1265,1270,1294,"descendants, grandchild",4,2,grandchild,10,5B6B,ソン,まご
泰,1047,126880,0.0001478519263889,0.923664377851724,1567,1576,1600,"Thailand, calm, easy, excessive, extreme, great, peace, peaceful",8,1,peaceful,10,6CF0,タイ,0
願,1048,126670,0.0001476072156028,0.9238119850673268,649,619,618,"hope, petition, request, vow, wish",4,2,petition,19,9858,ガン,"-ねがい, ねが.う"
弥,1049,126636,0.0001475675957612,0.923959552663088,1419,1368,1347,"all the more, increasingly",8,1,more and more,8,5F25,"ビ, ミ","いや, いよ.いよ, や, わた.る"
骨,1050,126565,0.0001474848602097,0.9241070375232978,962,951,940,"bone, frame, remains, skeleton",6,2,skeleton,10,9AA8,コツ,ほね
暗,1051,126083,0.0001469231906911,0.924253960713989,938,912,880,"be blinded, darkness, disappear, grow dark, informal, shade",3,3,darkness,13,6697,アン,"くら.い, くら.む, くれ.る"
獣,1052,126040,0.0001468730832445,0.9244008337972336,1520,1510,1566,"animal, beast",8,1,animal,16,7363,ジュウ,"けだもの, けもの"
益,1053,125918,0.0001467309179306,0.9245475647151642,888,908,928,"advantage, benefit, gain, profit",5,1,benefit,10,76CA,"エキ, ヤク",ま.す
炎,1054,125476,0.0001462158599903,0.9246937805751546,1237,1237,1279,"blaze, flame, inflammation",8,1,inflammation,8,708E,エン,ほのお
厚,1055,125361,0.0001460818517027,0.9248398624268572,931,944,968,"brazen, cordial, heavy, kind, rich, shameless, thick",5,2,thick,9,539A,コウ,"あか, あつ.い"
緒,1056,125341,0.0001460585459135,0.9249859209727708,820,765,708,"beginning, cord, end, inception, mental or emotional state, strap, thong",8,2,thong,14,7DD2,"ショ, チョ","いとぐち, お"
潮,1057,125278,0.0001459851326777,0.9251319061054486,1245,1228,1227,"opportunity, salt water, tide",6,1,tide,15,6F6E,チョウ,"うしお, しお"
敏,1058,124674,0.0001452812978453,0.925277187403294,1354,1369,1390,"agile, alert, cleverness",8,1,cleverness,10,654F,ビン,さとい
均,1059,124138,0.000144656702696,0.92542184410599,1032,1063,1104,"average, level",5,2,level,7,5747,キン,なら.す
聴,1060,124135,0.0001446532068276,0.9255664973128176,861,842,846,"careful inquiry, headstrong, listen, naughty",8,1,listen,17,8074,"チョウ, テイ","き.く, ゆる.す"
誕,1061,123845,0.0001443152728849,0.9257108125857024,1099,1105,1150,"be arbitrary, be born, declension, lie, nativity",6,1,nativity,15,8A95,タン,0
朗,1062,123793,0.0001442546778331,0.9258550672635356,1491,1491,1562,"bright, cheerful, clear, melodious, serene",6,1,melodious,10,6717,ロウ,"あき.らか, ほが.らか"
億,1063,123620,0.0001440530827569,0.9259991203462926,933,975,1077,"10**8, hundred million",4,2,hundred million,15,5104,オク,0
奇,1064,123522,0.00014393888439,0.9261430592306829,1147,1113,1097,"curiosity, strange, strangeness",8,1,strange,8,5947,キ,"あや.しい, く.しき, くし, めずら.しい"
維,1065,123475,0.0001438841157855,0.9262869433464684,1006,1040,1070,"fiber, rope, tie",8,1,fiber,14,7DAD,イ,0
婦,1066,123086,0.0001434308181865,0.9264303741646548,814,805,772,"bride, lady, wife, woman",5,2,lady,11,5A66,フ,よめ
乃,1067,122531,0.0001427840825375,0.9265731582471924,1648,1564,1531,"accordingly, from, possessive particle, whereupon",9,1,from,2,4E43,"アイ, ダイ, ナイ, ノ","すなわ.ち, なんじ, の"
混,1068,121988,0.000142151330362,0.9267153095775544,905,910,910,"blend, confuse, mix",5,2,mix,11,6DF7,コン,"-ま.じり, こ.む, ま.ざる, ま.じる, ま.ぜる"
距,1069,121576,0.0001416712311054,0.92685698080866,1077,1109,1197,"fetlock, long-distance, spur",8,1,long-distance,12,8DDD,キョ,"けづめ, へだ.たる"
額,1070,121395,0.0001414603137136,0.9269984411223736,699,705,714,"amount, forehead, framed picture, plaque, sum, tablet, volume",5,2,forehead,18,984D,ガク,ひたい
軌,1071,120940,0.0001409301070103,0.927139371229384,1612,1681,1824,"model, rut, track, way of doing, wheel",8,1,rut,9,8ECC,キ,0
陣,1072,120820,0.0001407902722754,0.9272801615016594,1018,1026,1068,"battle array, brief time, camp, position, ranks, sudden",8,1,camp,10,9663,ジン,0
迎,1073,120155,0.0001400153547861,0.9274201768564456,835,828,837,"greet, meet, welcome",8,2,welcome,7,8FCE,ゲイ,むか.える
隠,1074,119898,0.0001397158753955,0.927559892731841,899,899,940,"conceal, cover, hide",8,1,conceal,14,96A0,"イン, オン","かく.し, かく.す, かく.れる, よ.る"
亀,1075,119395,0.0001391297347982,0.9276990224666394,1313,1288,1306,"tortoise, turtle",8,1,tortoise,11,4E80,"キ, キュウ, キン",かめ
吾,1076,119242,0.0001389514455112,0.9278379739121506,1517,1444,1390,"I, my, one's own, our",9,1,I,7,543E,ゴ,"あ-, わが-, われ"
刻,1077,119072,0.0001387533463034,0.927976727258454,782,801,864,"carving, chop, cut fine, engrave, hash, mince, time",6,2,engrave,8,523B,コク,"きざ.み, きざ.む"
渋,1078,118825,0.0001384655198074,0.9281151927782616,1263,1247,1246,"astringent, have diarrhea, hesitate, reluctant",8,1,astringent,11,6E0B,"シュウ, ジュウ","しぶ, しぶ.い, しぶ.る"
誉,1079,118527,0.000138118263549,0.9282533110418104,1372,1437,1513,"glory, honor, praise, reputation",8,1,reputation,13,8A89,ヨ,"ほ.める, ほま.れ"
丹,1080,118250,0.0001377954783692,0.9283911065201798,1381,1357,1346,"pills, red, red lead, rust-colored, sincerity",8,1,rust-colored/cinnabar,4,4E39,タン,に
濃,1081,118171,0.0001377034205021,0.928528809940682,1090,1076,1085,"concentrated, dark, thick, undiluted",8,2,concentrated,16,6FC3,ノウ,こ.い
枝,1082,117903,0.0001373911229274,0.9286662010636092,1288,1257,1236,"bough, branch, counter for branches, limb, twig",5,2,bough,8,679D,シ,えだ
献,1083,117677,0.00013712776751,0.9288033288311194,1003,1070,1140,"counter for drinks, offer, offering, present",8,1,offering,13,732E,"ケン, コン",たてまつ.る
輔,1084,117292,0.0001366791310688,0.9289400079621882,0,0,0,help,9,1,reinforce,14,8F14,"フ, ホ",たす.ける
折,1085,117131,0.0001364915194661,0.9290764994816544,917,895,872,"bend, break, fold, fracture, submit, yield",4,2,fold,7,6298,"シャク, セツ","-お.り, お.り, お.る, お.れる, おり"
嘉,1086,117061,0.0001364099492041,0.9292129094308584,1679,1666,1677,"applaud, auspicious, esteem, happy, praise",9,1,applaud,14,5609,カ,"よい, よみ.する"
沿,1087,117001,0.0001363400318366,0.929349249462695,1105,1133,1221,"follow along, lie along, run along, run alongside",6,1,run alongside,8,6CBF,エン,"-ぞ.い, そ.う"
批,1088,116659,0.0001359415028421,0.9294851909655372,949,1007,1071,"criticism, strike",6,2,criticism,7,6279,ヒ,0
請,1089,116624,0.000135900717711,0.9296210916832482,856,886,920,"ask, invite, solicit",8,1,solicit,15,8ACB,"ショウ, シン, セイ","う.ける, こ.う"
鎮,1090,115821,0.0001349649902765,0.9297560566735248,1601,1635,1686,"ancient peace-preservation centers, tranquilize",8,1,tranquilize,18,93AE,チン,"おさえ, しず.まる, しず.める"
尚,1091,115482,0.0001345699571504,0.9298906266306752,1437,1407,1429,"esteem, furthermore, still, yet",8,1,esteem,8,5C1A,ショウ,なお
網,1092,115208,0.000134250667839,0.9300248772985142,1274,1299,1338,"netting, network",8,1,netting,14,7DB2,モウ,あみ
笠,1093,115185,0.0001342238661815,0.9301591011646958,1569,1535,1517,"bamboo hat, one's influence",9,0,bamboo hat,11,7B20,リュウ,かさ
核,1094,115133,0.0001341632711297,0.9302932644358256,1014,1101,1221,"core, kernel, nucleus",8,1,nucleus,10,6838,カク,0
免,1095,114932,0.0001339290479487,0.9304271934837742,1050,1046,1072,"dismissal, excuse",8,1,excuse,8,514D,メン,"まぬか.れる, まぬが.れる"
雷,1096,114604,0.0001335468330066,0.9305607403167808,1459,1458,1494,"lightning bolt, thunder",8,1,thunder,13,96F7,ライ,"いかずち, いかづち, かみなり"
敬,1097,114589,0.0001335293536647,0.9306942696704456,1152,1163,1168,"awe, honor, respect, revere",6,2,awe,12,656C,"キョウ, ケイ",うやま.う
紅,1098,114341,0.0001332403618792,0.9308275100323248,1209,1178,1183,"crimson, deep red",6,2,crimson,9,7D05,"ク, コウ","あか.い, くれない, べに"
沙,1099,114209,0.0001330865436708,0.9309605965759956,1504,1448,1459,sand,8,1,grains of sand,7,6C99,"サ, シャ","すな, よなげる"
旗,1100,114018,0.0001328639733844,0.93109346054938,1201,1254,1375,"banner, national flag, standard",4,1,national flag,14,65D7,キ,はた
冷,1101,113856,0.0001326751964922,0.9312261357458724,778,759,730,"chill, cold (beer, person), cool",4,2,cool,7,51B7,レイ,"さ.ます, さ.める, つめ.たい, ひ.える, ひ.や, ひ.やかす, ひ.やす, ひ.ややか"
菊,1102,113741,0.0001325411882046,0.9313586769340768,1411,1396,1397,chrysanthemum,8,1,chrysanthemum,11,83CA,キク,0
豪,1103,112284,0.0001308433614648,0.9314895202955418,1162,1142,1172,"Australia, excelling, great, overpowering, powerful",8,1,overpowering,14,8C6A,ゴウ,えら.い
羅,1104,112095,0.0001306231217573,0.931620143417299,1421,1378,1363,"Rome, arrange, gauze, spread out, thin silk",8,1,gauze,19,7F85,ラ,うすもの
貞,1105,112076,0.0001306009812576,0.9317507443985568,1585,1591,1583,"chastity, constancy, righteousness, upright",8,1,upright,9,8C9E,"ジョウ, テイ","さだ, ただし.い"
恐,1106,111026,0.000129377427327,0.9318801218258838,853,834,803,"awe, dread, fear",8,2,fear,10,6050,キョウ,"おそ.る, おそ.れる, おそ.ろしい, こわ.い, こわ.がる"
誘,1107,111024,0.0001293750967481,0.932009496922632,1038,1034,1027,"allure, ask, call for, entice, invite, lead, seduce, tempt",8,1,entice,14,8A98,ユウ,"いざな.う, さそ.う"
隣,1108,110904,0.0001292352620132,0.9321387321846452,968,971,999,neighboring,8,1,neighboring,16,96A3,リン,"とな.る, となり"
才,1109,110838,0.000129158352909,0.9322678905375542,1227,1195,1190,"cubic shaku, genius, years old",2,2,genius,3,624D,サイ,0
茨,1110,110671,0.0001289637495696,0.9323968542871238,1663,1688,1744,"briar, thorn",8,0,briar,9,8328,"シ, ジ","いばら, かや, くさぶき"
討,1111,110500,0.0001287644850723,0.9325256187721962,837,866,918,"attack, chastise, conquer, defeat, destroy",6,1,chastise,10,8A0E,トウ,う.つ
融,1112,110487,0.0001287493363093,0.9326543681085055,899,942,1051,"dissolve, melt",8,1,dissolve,16,878D,ユウ,"と.かす, と.ける"
互,1113,110480,0.0001287411792831,0.9327831092877888,958,959,938,"mutually, reciprocally, together",8,2,mutually,4,4E92,ゴ,"かたみ.に, たが.い"
吸,1114,110079,0.0001282738982106,0.9329113831859994,1016,997,976,"imbibe, inhale, sip, suck",6,2,suck,6,5438,キュウ,す.う
筋,1115,109691,0.000127821765901,0.9330392049519004,885,872,866,"descent, fiber, muscle, plan, plot, sinew, tendon",6,1,muscle,12,7B4B,キン,すじ
虫,1116,109461,0.0001275537493258,0.9331667587012265,1182,1156,1165,"bug, insect, temper",1,2,insect,6,866B,"キ, チュウ",むし
押,1117,109101,0.000127134245121,0.9332938929463472,701,679,679,"attach, check, do in spite of, press, push, seal, seize, shove, stop, subdue, weight",8,2,push,8,62BC,オウ,"お.さえる, お.し-, お.す, お.っ-, おさ.える"
李,1118,109081,0.0001271109393319,0.9334210038856792,1644,1651,1643,plum,9,1,damson,7,674E,リ,すもも
唯,1119,108846,0.0001268370963093,0.9335478409819886,1315,1321,1328,"merely, only, simply, solely",8,1,solely,11,552F,"イ, ユイ",ただ
拓,1120,108543,0.0001264840136036,0.9336743249955924,1550,1575,1611,"break up (land), clear (the land), open",8,1,clear (the land),8,62D3,タク,ひら.く
鏡,1121,108346,0.0001262544515805,0.9338005794471728,1251,1222,1205,"barrel-head, mirror, round rice-cake offering, speculum",4,1,mirror,19,93E1,"キョウ, ケイ",かがみ
燃,1122,107761,0.0001255727572477,0.9339261522044208,1064,1070,1092,"blaze, burn, glow",5,2,burn,16,71C3,ネン,"も.える, も.す, も.やす"
賢,1123,107547,0.0001253233853038,0.9340514755897243,1411,1416,1424,"cleverness, intelligent, wisdom, wise",8,2,intelligent,16,8CE2,ケン,かしこ.い
剛,1124,107238,0.0001249633108614,0.934176438900586,1559,1541,1587,"strength, sturdy",8,1,sturdy,10,525B,ゴウ,0
偵,1125,107129,0.0001248362943105,0.9343012751948964,1626,1607,1687,spy,8,1,spy,11,5075,テイ,0
胞,1126,106231,0.0001237898643775,0.934425065059274,1374,1396,1486,"placenta, sac, sheath",8,1,placenta,9,80DE,ホウ,0
己,1127,106167,0.0001237152858522,0.9345487803451265,893,918,961,self,6,1,self,3,5DF1,"キ, コ","おのれ, つちのと, な"
乳,1128,105846,0.0001233412279363,0.9346721215730628,1102,1071,1067,"breasts, milk",6,2,milk,8,4E73,ニュウ,"ち, ちち"
桃,1129,105151,0.0001225313517632,0.934794652924826,1557,1519,1524,peach,8,1,peach tree,10,6843,トウ,もも
余,1130,104980,0.000122332087266,0.934916985012092,754,744,711,"myself, other, remainder, surplus, too much",5,2,too much,7,4F59,ヨ,"あま.す, あま.り, あま.る, あんま.り"
飾,1131,104727,0.0001220372690332,0.9350390222811252,1196,1192,1196,"adorn, decorate, embellish, ornament",8,1,decorate,13,98FE,ショク,"かざ.り, かざ.る"
芳,1132,104566,0.0001218496574305,0.9351608719385558,1567,1562,1581,"balmy, favorable, fragrant, perfume",8,1,perfume,7,82B3,ホウ,かんば.しい
訴,1133,104398,0.0001216538888016,0.9352825258273576,913,975,1036,"accusation, appeal to, complain of pain, sue",8,1,accusation,12,8A34,ソ,うった.える
鑑,1134,104307,0.0001215478474609,0.9354040736748184,1325,1321,1349,"learn from, specimen, take warning from",8,1,specimen,23,9451,カン,"かがみ, かんが.みる"
棋,1135,104117,0.000121326442464,0.9355254001172826,1573,1611,1833,"Japanese chess, chess piece, shogi",8,1,chess piece,12,68CB,キ,ご
刀,1136,103865,0.0001210327895207,0.9356464329068032,1342,1295,1274,"knife, saber, sword",2,1,sword,2,5200,トウ,"かたな, そり"
滝,1137,103815,0.0001209745250478,0.935767407431851,1520,1508,1541,"cascade, rapids, waterfall",8,1,waterfall,13,6EDD,"ソウ, ロウ",たき
齢,1138,103581,0.0001207018473147,0.9358881092791658,917,936,969,age,8,2,age,17,9F62,レイ,"とし, よわい"
譲,1139,103497,0.0001206039630002,0.936008713242166,1219,1253,1301,"convey, defer, transfer, turnover",8,1,defer,20,8B72,ジョウ,ゆず.る
脳,1140,103316,0.0001203930456084,0.9361291062877743,897,924,967,"brain, memory",6,2,brain,11,8133,"ドウ, ノウ",のうずる
苦,1141,103290,0.0001203627480825,0.936249469035857,674,648,602,"feel bitter, hardship, scowl, suffering, trial, worry",3,2,suffering,8,82E6,ク,"-ぐる.しい, くる.しい, くる.しむ, くる.しめる, にが.い, にが.る"
束,1142,103231,0.0001202939960045,0.9363697630318616,994,990,977,"bundle, control, govern, manage, ream, sheaf, tie in bundles",4,2,bundle,7,675F,ソク,"たば, たば.ねる, つか, つか.ねる"
幡,1143,102802,0.0001197940868272,0.9364895571186888,1736,1705,1720,flag,9,0,banner,15,5E61,"ハン, バン, ホン, マン",はた
欠,1144,102312,0.0001192230949929,0.9366087802136815,937,956,966,"fail, gap, lack, yawning radical (no. 76)",4,2,lack,4,6B20,"ケツ, ケン","か.く, か.ける"
斎,1145,102270,0.0001191741528357,0.9367279543665172,1365,1343,1323,"Buddhist food, alike, avoid, purification, room, worship",8,1,purification,11,658E,サイ,"い.む, いつ.く, いわ.う, つつし.む, とき, ものいみ"
択,1146,102214,0.0001191088966261,0.9368470632631436,975,981,1040,"choose, elect, prefer, select",8,1,choose,7,629E,タク,えら.ぶ
菱,1147,101911,0.0001187558139204,0.936965819077064,1702,1727,1783,"diamond (shape), rhombus, water chestnut",9,0,diamond,11,83F1,リョウ,ひし
夕,1148,101811,0.0001186392849746,0.9370844583620386,921,889,864,evening,1,3,evening,3,5915,セキ,ゆう
侵,1149,101782,0.0001186054915803,0.937203063853619,1181,1237,1317,"encroach, invade, raid, trespass, violate",8,1,encroach,9,4FB5,シン,おか.す
貫,1150,101330,0.0001180787807455,0.9373211426343644,1284,1312,1339,"8 1/3lbs, brace, penetrate, pierce",8,1,pierce,11,8CAB,カン,"つらぬ.く, ぬ.く, ぬき"
倍,1151,101286,0.0001180275080093,0.937439170142374,891,892,924,"double, fold, times, twice",3,2,double,10,500D,バイ,0
岳,1152,101164,0.0001178853426955,0.9375570554850694,1449,1450,1501,"mountain, peak, point",8,1,Point,8,5CB3,ガク,たけ
快,1153,101159,0.0001178795162482,0.9376749350013176,924,889,884,"agreeable, cheerful, comfortable, pleasant",5,2,cheerful,7,5FEB,カイ,こころよ.い
筑,1154,100921,0.0001176021773573,0.9377925371786752,1747,1750,1757,an ancient musical instrument,9,0,ancient harp,12,7B51,チク,0
疑,1155,100857,0.000117527598832,0.937910064777507,597,640,711,"be suspicious, distrust, doubt, question",6,2,doubt,14,7591,ギ,うたが.う
柔,1156,100850,0.0001175194418058,0.9380275842193128,1258,1260,1275,"gentleness, softness, tender, weakness",8,2,tender,9,67D4,"ジュウ, ニュウ","やわ, やわ.ら, やわ.らか, やわ.らかい"
封,1157,100505,0.0001171174169429,0.938144701636256,1219,1233,1265,"closing, seal",8,2,seal,9,5C01,"フウ, ホウ",0
盗,1158,100332,0.0001169158218667,0.9382616174581226,1154,1160,1199,"pilfer, rob, steal",8,2,steal,11,76D7,トウ,"ぬす.み, ぬす.む"
牛,1159,100028,0.0001165615738716,0.9383781790319944,1064,1055,1062,cow,2,3,cow,4,725B,ギュウ,うし
唐,1160,99449,0.0001158868712756,0.93849406590327,1426,1407,1407,"China, T'ang, foreign",8,1,T'ang,10,5510,トウ,から
繁,1161,99373,0.0001157983092768,0.9386098642125468,1217,1240,1281,"complexity, frequency, luxuriant, overgrown, thick, trouble",8,1,luxuriant,16,7E41,ハン,"しげ.く, しげ.る"
触,1162,99190,0.0001155850613061,0.9387254492738528,935,927,912,"announce, conflict, contact, feel, hit, proclaim, touch",8,2,contact,13,89E6,ショク,"さわ, さわ.る, ふ.れる"
咲,1163,99038,0.0001154079373085,0.9388408572111616,1345,1292,1289,"bloom, blossom",8,2,blossom,9,54B2,ショウ,"-ざき, さ.く"
垣,1164,98997,0.0001153601604407,0.9389562173716024,1384,1358,1373,"fence, hedge, wall",8,1,hedge,9,57A3,エン,かき
畑,1165,98884,0.000115228482732,0.9390714458543344,1290,1289,1284,"(kokuji), farm, field, garden, one's specialty",3,2,farm,9,7551,0,"-ばたけ, はた, はたけ"
遣,1166,98865,0.0001152063422323,0.9391866521965668,937,934,943,"despatch, dispatch, do, donate, give, send, undertake",8,1,dispatch,13,9063,ケン,"-つか.い, -づか.い, つか.う, つか.わす, や.る"
壁,1167,98847,0.0001151853670221,0.9393018375635888,1031,1014,994,"fence, lining (stomach), wall",8,2,wall,16,58C1,ヘキ,かべ
征,1168,98765,0.0001150898132866,0.9394169273768754,1506,1511,1545,"attack the rebellious, collect taxes, subjugate",8,1,subjugate,8,5F81,セイ,0
栃,1169,98497,0.0001147775157119,0.9395317048925874,1755,1798,1917,"(kokuji), horse chestnut",8,0,horse chestnut,9,6803,0,とち
栗,1170,98172,0.0001143987966382,0.9396461036892256,1591,1559,1544,chestnut,9,1,chestnut,10,6817,"リ, リツ","おののく, くり"
挑,1171,98093,0.000114306738771,0.9397604104279966,1217,1227,1307,"challenge, contend for, make love to",8,1,challenge,9,6311,チョウ,いど.む
架,1172,97264,0.0001133407138106,0.9398737511418072,1513,1548,1624,"construct, erect, frame, mount, shelf, support",8,1,erect,9,67B6,カ,"か.かる, か.ける"
鎌,1173,97149,0.000113206705523,0.9399869578473304,1572,1551,1533,"scythe, sickle, trick",8,1,sickle,18,938C,"ケン, レン",かま
申,1174,96649,0.0001126240607941,0.9400995819081244,553,537,546,"3-5PM, have the honor to, ninth sign of Chinese zodiac, sign of the monkey",3,2,speaketh,5,7533,シン,"さる, もう.し-, もう.す"
斉,1175,96451,0.0001123933334815,0.940211975241606,1435,1460,1522,"adjusted, alike, equal, similar variety of",8,1,adjusted,8,6589,"サイ, セイ","あたる, そろ.う, はやい, ひと.しい, ひと.しく"
嶋,1176,96409,0.0001123443913243,0.9403243196329304,1723,1707,1741,island,9,0,island [alternate],14,5D8B,トウ,しま
訓,1177,96383,0.0001123140937984,0.9404366337267288,1208,1229,1253,"Japanese character reading, explanation, instruction, read",4,2,instruction,10,8A13,"キン, クン","おし.える, くん.ずる, よ.む"
弱,1178,96270,0.0001121824160897,0.9405488161428184,939,929,891,"frail, weak",2,3,weak,10,5F31,ジャク,"よわ.い, よわ.まる, よわ.める, よわ.る"
塔,1179,96054,0.0001119307135668,0.9406607468563852,1507,1504,1543,"pagoda, steeple, tower",8,2,pagoda,12,5854,トウ,0
抱,1180,96050,0.000111926052409,0.9407726729087944,911,894,860,"embrace, hold in arms, hug",8,2,embrace,8,62B1,ホウ,"いだ.く, かか.える, だ.く"
舗,1181,95964,0.0001118258375156,0.94088449874631,1340,1321,1412,"pave, shop, store",8,1,shop,15,8217,ホ,0
殊,1182,95840,0.0001116813416229,0.940996180087933,1330,1353,1383,"especially, exceptionally, particularly",8,1,particularly,10,6B8A,シュ,こと
勲,1183,95832,0.0001116720193072,0.9411078521072402,1872,1949,2095,"merit, meritorious deed",8,1,meritorious deed,15,52F2,クン,いさお
氷,1184,95559,0.0001113538952853,0.9412192060025256,1365,1350,1370,"congeal, freeze, hail, ice, icicle",3,2,icicle,5,6C37,ヒョウ,"こお.る, こおり, ひ"
縁,1185,95428,0.0001112012423663,0.941330407244892,1148,1123,1089,"affinity, border, brink, connection, edge, relation, verge",8,1,affinity,15,7E01,"-ネン, エン","えにし, ふち, ふち.どる, へり, ゆかり, よすが"
床,1186,95369,0.0001111324902883,0.9414415397351804,1113,1093,1066,"bed, counter for beds, floor, padding, tatami",8,2,bed,7,5E8A,ショウ,"とこ, ゆか"
浮,1187,95255,0.0001109996472901,0.9415525393824704,870,847,807,"float, floating, rise to surface",8,2,floating,10,6D6E,フ,"う.かぶ, う.かべる, う.かれる, う.く"
儀,1188,95239,0.0001109810026588,0.9416635203851292,1076,1100,1093,"a matter, affair, case, ceremony, rule",8,1,ceremony,15,5100,ギ,0
陰,1189,95186,0.0001109192423176,0.941774439627447,1217,1202,1197,"negative, secret, sex organs, shade, shadow, yin",8,1,shade,11,9670,イン,"かげ, かげ.る"
綱,1190,95122,0.0001108446637923,0.9418852842912392,1257,1305,1390,"cable, class (genus), cord, hawser, rope",8,1,hawser,14,7DB1,コウ,つな
否,1191,94687,0.0001103377628782,0.9419956220541176,851,895,921,"decline, deny, negate, no, noes, refuse",6,2,negate,7,5426,ヒ,"いな, いや"
炭,1192,94585,0.0001102189033535,0.9421058409574712,1291,1298,1336,"charcoal, coal",3,2,charcoal,9,70AD,タン,すみ
