Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,AVG FREQ,FREQ (1),FREQ BIG 5,meanings,grade,jlpt,heisig_en,stroke_count,unicode,on_readings,kun_readings
年,1,27383261,0.0319094253598775,0.0319094253598775,17,18,24,"counter for years, year",1,4,year,6,5E74,ネン,とし
日,2,16694015,0.0194533596856552,0.0513627850455327,8,6,10,"Japan, counter for days, day, sun",1,4,day,4,65E5,"ジツ, ニチ","-か, -び, ひ"
月,3,13533379,0.0157703038753285,0.0671330889208613,49,50,66,"month, moon",1,4,month,4,6708,"ガツ, ゲツ",つき
大,4,9205888,0.0107275242348744,0.0778606131557357,11,10,13,"big, large",1,4,large,3,5927,"タイ, ダイ","-おお.いに, おお-, おお.きい"
学,5,7801260,0.0090907260345288,0.0869513391902646,53,52,61,"learning, science, study",1,4,study,8,5B66,ガク,まな.ぶ
本,6,7239535,0.0084361538139201,0.0953874930041847,18,15,19,"book, counter for long cylindrical things, main, origin, present, real, true",1,4,book,5,672C,ホン,もと
人,7,5861052,0.0068298221064452,0.10221731511063,8,7,8,person,1,4,person,2,4EBA,"ジン, ニン","-と, -り, ひと"
国,8,5764254,0.0067170244175219,0.1089343395281519,33,36,48,country,2,4,country,8,56FD,コク,くに
中,9,5336735,0.006218841033869,0.1151531805620209,18,16,20,"center, in, inside, mean, middle",1,4,in,4,4E2D,チュウ,"あた.る, うち, なか"
一,10,5102137,0.0059454664576789,0.1210986470196999,10,9,11,"one, one radical (no.1)",1,4,one,1,4E00,"イチ, イツ","ひと-, ひと.つ"
市,11,4773930,0.005563010300646,0.126661657320346,118,126,163,"city, market, town",2,3,market,5,5E02,シ,いち
会,12,4566131,0.005320864316632,0.1319825216369781,29,28,36,"association, interview, join, meet, meeting, party",2,4,meeting,6,4F1A,"エ, カイ","あ.う, あ.わせる, あつ.まる"
田,13,4278203,0.0049853448536645,0.1369678664906427,222,184,124,"rice field, rice paddy",1,3,rice field,5,7530,デン,た
子,14,4141645,0.0048262152559043,0.141794081746547,49,42,42,"11PM-1AM, child, first sign of Chinese zodiac, sign of the rat",1,4,child,3,5B50,"シ, ス, ツ","-こ, こ, ね"
出,15,3837685,0.0044720138723514,0.1462660956188985,18,16,18,"come out, exit, go out, leave, protrude, put out",1,4,exit,5,51FA,"シュツ, スイ","-だ.す, -で, い.だす, い.でる, だ.す, で.る"
山,16,3779610,0.0044043396870974,0.1506704353059959,162,142,122,mountain,1,4,mountain,3,5C71,"サン, セン",やま
東,17,3775846,0.0043999535375787,0.1550703888435746,196,177,149,east,2,4,east,8,6771,トウ,ひがし
作,18,3729705,0.0043461859167124,0.1594165747602871,77,73,90,"build, make, prepare, production",2,3,make,7,4F5C,"サ, サク","-づく.り, つく.り, つく.る"
行,19,3702680,0.0043146939691189,0.1637312687294061,26,23,24,"act, bank, carry out, conduct, going, journey, line, row",2,4,going,6,884C,"アン, ギョウ, コウ","-い.き, -いき, -ゆ.き, -ゆき, い.く, おこ.なう, おこな.う, ゆ.く"
部,20,3702017,0.0043139213822085,0.1680451901116147,62,61,75,"bureau, class, copy, counter for copies of a newspaper or magazine, dept, part, portion, section",3,2,section,11,90E8,ブ,-べ
第,21,3689292,0.0042990930738597,0.1723442831854744,160,163,184,"No., residence",3,2,No.,11,7B2C,"ダイ, テイ",0
県,22,3664851,0.0042706122342248,0.1766148954196993,261,287,370,prefecture,3,3,prefecture,9,770C,ケン,か.ける
地,23,3463053,0.0040354591522463,0.1806503545719456,50,47,56,"earth, ground",2,3,ground,6,5730,"ジ, チ",0
上,24,3444396,0.0040137183468346,0.1846640729187802,30,27,29,"above, up",1,4,above,3,4E0A,"シャン, ショウ, ジョウ","-あ.がり, -あ.がる, -あ.げる, -うえ, あ.がり, あ.がる, あ.げる, うえ, うわ-, かみ, たてまつ.る, のぼ.す, のぼ.せる, のぼ.り, のぼ.る"
道,25,3427845,0.0039944316410207,0.188658504559801,138,133,145,"course, district, journey, moral, road-way, street, teachings",2,4,road-way,12,9053,"トウ, ドウ","いう, みち"
合,26,3395133,0.0039563126922815,0.1926148172520825,38,35,42,"0.1, fit, join, suit",2,3,fit,6,5408,"カッ, ガッ, ゴウ","-あ.い, -あ.う, -あ.わせる, -あい, あ.い, あ.う, あ.わす, あ.わせる, あい-"
場,27,3301741,0.0038474839792509,0.1964623012313334,48,46,53,"location, place",2,3,location,12,5834,"ジョウ, チョウ",ば
高,28,3271545,0.0038122968987871,0.2002745981301206,73,72,83,"expensive, high, tall",2,4,tall,10,9AD8,コウ,"-だか, たか, たか.い, たか.まる, たか.める"
時,29,3208352,0.0037386587620887,0.2040132568922094,25,24,27,"hour, time",2,4,time,10,6642,ジ,"-どき, とき"
生,30,3197254,0.0037257263796875,0.2077389832718969,32,29,31,"birth, genuine, life",1,4,life,5,751F,"ショウ, セイ","-う, い.かす, い.きる, い.ける, う.まれ, う.まれる, う.む, うま.れる, うまれ, お.う, き, な.す, な.る, なま, なま-, は.える, は.やす, む.す"
戦,31,3186736,0.0037134698651718,0.2114524531370687,128,133,163,"battle, match, war",4,2,war,13,6226,セン,"いくさ, おのの.く, そよ.ぐ, たたか.う, わなな.く"
代,32,3171319,0.0036955045976029,0.2151479577346717,81,82,92,"age, change, charge, convert, counter for decades of ages, eras, etc., fee, generation, period, rate, replace, substitute",3,3,substitute,5,4EE3,"タイ, ダイ","-が.わり, -がわ.り, か.える, か.わり, か.わる, かわ.り, かわ.る, しろ, よ"
社,33,3155663,0.0036772608258536,0.2188252185605254,74,77,92,"association, company, firm, office, shrine",2,4,company,7,793E,シャ,やしろ
川,34,3088882,0.0035994416305811,0.2224246601911065,264,232,194,"river, river or three-stroke river radical (no. 47), stream",1,4,stream,3,5DDD,セン,かわ
名,35,2954295,0.0034426088183419,0.2258672690094485,114,105,112,"distinguished, name, noted, reputation",1,4,name,6,540D,"ミョウ, メイ","-な, な"
後,36,2924522,0.0034079146553187,0.2292751836647673,53,52,57,"back, behind, later",2,4,behind,9,5F8C,"コウ, ゴ","あと, うし.ろ, うしろ, おく.れる, のち"
発,37,2922787,0.0034058928781097,0.2326810765428771,71,69,80,"counter for gunshots, departure, discharge, disclose, emit, publish, start from",3,3,discharge,9,767A,"ハツ, ホツ","あば.く, おこ.る, た.つ, つか.わす, はな.つ"
長,38,2911937,0.003393249487494,0.2360743260303711,67,70,79,"leader, long, senior, superior",2,4,long,8,9577,チョウ,"おさ, なが.い"
手,39,2835822,0.0033045534804236,0.2393788795107947,46,41,45,hand,1,4,hand,4,624B,"シュ, ズ","-て, た-, て, て-"
校,40,2789958,0.0032511086447371,0.2426299881555318,242,246,275,"correction, exam, printing, proof, school",1,4,exam,10,6821,"キョウ, コウ",0
立,41,2746943,0.0032009837187155,0.2458309718742474,84,86,93,"erect, rise, set up, stand up",1,4,stand up,5,7ACB,"リットル, リツ, リュウ","-た.つ, -た.て, -た.てる, -だ.て, -だ.てる, た.ち-, た.つ, た.て-, た.てる, たて-"
新,42,2704609,0.0031516523548146,0.248982624229062,73,67,77,new,2,4,new,13,65B0,シン,"あたら.しい, あら-, あら.た, にい-"
小,43,2676805,0.0031192526467335,0.2521018768757956,115,106,106,"little, small",1,4,little,3,5C0F,ショウ,"お-, こ-, さ-, ちい.さい"
事,44,2674348,0.0031163895305361,0.2552182664063317,26,24,30,"business, fact, matter, possibly, reason, thing",3,3,matter,8,4E8B,"ジ, ズ","こと, つか.う, つか.える"
野,45,2649661,0.0030876220296946,0.2583058884360263,154,150,168,"civilian life, field, plains, rustic",2,3,plains,11,91CE,"ショ, ヤ","の, の-"
成,46,2615794,0.0030481571716318,0.2613540456076582,119,117,130,"become, elapse, get, grow, reach, turn into",4,2,turn into,6,6210,"ジョウ, セイ","-な.す, な.す, な.る"
者,47,2601467,0.0030314620695717,0.2643855076772299,36,37,50,"person, someone",3,3,someone,8,8005,シャ,もの
用,48,2495925,0.0029084750896305,0.2672939827668605,80,79,95,"business, employ, service, use, utilize",2,3,utilize,5,7528,ヨウ,もち.いる
間,49,2480019,0.0028899399955168,0.2701839227623774,40,36,34,"interval, space",2,4,interval,12,9593,"カン, ケン","あい, あいだ, ま"
業,50,2437371,0.0028402427307262,0.2730241654931036,89,91,112,"arts, business, performance, vocation",3,3,business/profession,13,696D,"ギョウ, ゴウ",わざ
和,51,2436670,0.0028394258628164,0.2758635913559201,236,231,235,"Japan, Japanese style, harmony, peace, soften",3,2,harmony,8,548C,"オ, カ, ワ","あ.える, なご.む, なご.やか, やわ.らぐ, やわ.らげる"
同,52,2405571,0.0028031865259724,0.2786667778818925,73,75,81,"agree, equal, same",2,3,same,6,540C,ドウ,おな.じ
島,53,2397903,0.002794251086411,0.2814610289683035,310,281,263,island,3,2,island,10,5CF6,トウ,しま
京,54,2397020,0.0027932221358198,0.2842542511041234,379,323,219,"10**16, capital",2,3,capital,8,4EAC,"キョウ, キン, ケイ",みやこ
分,55,2365788,0.0027568278154779,0.2870110789196013,28,25,25,"1%, chances, degree, duty, know, minute of time, one's lot, part, rate, segment, shaku/100, share, understand",2,4,part,4,5206,"フン, ブ, ブン","わ.かつ, わ.かる, わ.かれる, わ.け, わ.ける"
家,56,2299001,0.0026790016284687,0.2896900805480701,93,87,90,"expert, family, home, house, performer, professional",2,3,house,10,5BB6,"カ, ケ","いえ, うち, や"
所,57,2265186,0.0026395973654576,0.2923296779135277,130,123,128,"extent, place",3,3,place,8,6240,ショ,"-ところ, とこ, ところ, どころ"
開,58,2238270,0.002608232434415,0.2949379103479428,124,122,136,"open, unfold, unseal",3,3,open,12,958B,カイ,"-びら.き, あ.く, あ.ける, ひら.き, ひら.く, ひら.ける"
自,59,2206583,0.0025713079073699,0.2975092182553127,38,36,39,oneself,2,3,oneself,6,81EA,"シ, ジ","おの.ずから, おの.ずと, みずか.ら"
線,60,2181625,0.0025422246130854,0.3000514428683982,305,301,332,"line, track",2,2,line,15,7DDA,セン,すじ
動,61,2175368,0.0025349333969488,0.302586376265347,78,75,81,"change, confusion, motion, move, shake, shift",3,3,move,11,52D5,ドウ,"うご.かす, うご.く"
定,62,2171775,0.0025307465119274,0.3051171227772744,84,83,97,"decide, determine, establish, fix",3,2,determine,8,5B9A,"ジョウ, テイ","さだ.か, さだ.まる, さだ.める"
回,63,2167508,0.0025257742218115,0.307642896999086,123,128,156,"-times, counter for occurrences, game, revolve, round",2,3,-times,6,56DE,"エ, カイ","-まわ.し, -まわ.す, -まわ.り, -まわ.る, か.える, まわ.し-, まわ.す, まわ.る, もとお.る"
前,64,2166847,0.00252500396548,0.310167900964566,48,45,46,"before, in front",2,4,in front,9,524D,ゼン,"-まえ, まえ"
村,65,2154498,0.0025106138059672,0.3126785147705332,307,291,288,"town, village",1,3,town,7,6751,ソン,むら
文,66,2153904,0.0025099216240294,0.3151884363945627,123,118,138,"art, decoration, figures, literary radical (no. 67), literature, plan, sentence, style",1,3,sentence,4,6587,"ブン, モン","あや, ふみ"
平,67,2144573,0.0024990483080999,0.3176874847026626,212,208,211,"even, flat, peace",3,2,even,5,5E73,"ヒョウ, ビョウ, ヘイ","たい.ら, たい.らげる, ひら"
内,68,2134984,0.0024878743474903,0.3201753590501529,77,74,90,"among, between, home, house, inside, within",2,2,inside,4,5185,"ダイ, ナイ",うち
世,69,2131659,0.0024839997600435,0.3226593588101965,139,138,145,"generation, public, society, world",3,3,generation,5,4E16,"セ, セイ, ソウ",よ
町,70,2119086,0.0024693485756923,0.3251287073858888,280,278,304,"block, street, town, village",1,3,village,7,753A,チョウ,まち
選,71,2116609,0.0024664621537056,0.3275951695395945,177,187,243,"choose, elect, prefer, select",4,2,elect,15,9078,セン,"え.る, えら.ぶ, よ.る"
画,72,2115215,0.0024648377402016,0.3300600072797962,170,161,193,"brush-stroke, picture",2,3,brush stroke,8,753B,"エ, カイ, カク, ガ","えが.く, かぎ.る, かく.する, はか.る, はかりごと"
公,73,2056487,0.0023964026209317,0.3324564099007279,189,191,219,"governmental, official, prince, public",2,2,public,4,516C,"ク, コウ",おおやけ
三,74,2027801,0.002362975127549,0.334819385028277,138,139,121,three,1,4,three,3,4E09,"サン, ゾウ","み, み.つ, みっ.つ"
北,75,2013306,0.0023460842568601,0.3371654692851372,291,279,275,north,2,4,north,5,5317,ホク,きた
下,76,1998918,0.0023293180721432,0.3394947873572804,78,71,72,"below, descend, down, give, inferior, low",1,4,below,3,4E0B,"カ, ゲ","-くだ.す, お.りる, お.ろす, くだ.さる, くだ.す, くだ.り, くだ.る, さ.がる, さ.げる, した, しも, もと"
車,77,1992492,0.0023218299220882,0.3418166172793687,209,197,214,car,1,4,car,7,8ECA,シャ,くるま
駅,78,1981410,0.0023089161843184,0.3441255334636871,590,595,670,station,3,4,station,14,99C5,エキ,0
的,79,1979901,0.0023071577625267,0.3464326912262139,75,72,79,"adjective ending, bull's eye, mark, object, target",4,2,bull's eye,8,7684,テキ,まと
原,80,1962384,0.0022867453870968,0.3487194366133107,192,189,192,"field, meadow, original, plain, prairie, primitive, tundra, wilderness",2,2,meadow,10,539F,ゲン,はら
主,81,1960210,0.0022842120478158,0.3510036486611265,135,142,157,"chief, lord, main thing, master, principal",3,3,lord,5,4E3B,"シュ, シュウ, ス","あるじ, おも, ぬし"
通,82,1954907,0.0022780325178218,0.3532816811789483,91,87,93,"avenue, commute, counter for letters, notes, documents, etc., pass through, traffic",2,3,traffic,10,901A,"ツ, ツウ","-とお.り, -どお.し, -どお.り, かよ.う, とお.し, とお.す, とお.り, とお.る"
全,83,1947473,0.0022693697559935,0.3555510509349419,105,100,110,"all, complete, entire, fulfill, whole",3,2,whole,6,5168,ゼン,"すべ.て, まった.く"
物,84,1940355,0.0022610752256338,0.3578121261605757,107,95,97,"matter, object, thing",3,3,thing,8,7269,"ブツ, モツ","もの, もの-"
放,85,1927158,0.0022456969006609,0.3600578230612367,318,324,362,"banish, emit, fire, liberate, release, set free, shoot",3,2,set free,8,653E,ホウ,"-っぱな.し, こ.く, はな.す, はな.つ, はな.れる, ほう.る"
女,86,1915601,0.0022322296503987,0.3622900527116354,132,120,117,"female, woman",1,4,woman,3,5973,"ジョ, ニョ, ニョウ","おんな, め"
海,87,1912023,0.0022280602447191,0.3645181129563546,212,200,204,"ocean, sea",2,3,sea,9,6D77,カイ,うみ
送,88,1902505,0.002216969019661,0.3667350819760157,267,254,287,"escort, send",3,3,escort/send off,9,9001,ソウ,おく.る
入,89,1871215,0.0021805071125306,0.3689155890885463,57,51,51,"enter, insert",1,4,enter,2,5165,"ジュ, ニュウ","-い.り, -い.る, -い.れ, い.る, い.れる, はい.る"
明,90,1854469,0.0021609931752725,0.3710765822638188,88,88,98,"bright, light",2,3,bright,8,660E,"ミョウ, ミン, メイ","-あ.け, あ.かす, あ.かり, あ.く, あ.くる, あ.ける, あか.らむ, あか.るい, あか.るむ, あき.らか"
神,91,1841733,0.0021461520487396,0.3732227343125585,269,246,225,"gods, mind, soul",3,2,gods,9,795E,"シン, ジン","かみ, かん-, こう-"
目,92,1831402,0.0021341134433525,0.375356847755911,61,58,68,"care, class, experience, eye, favor, insight, look",1,4,eye,5,76EE,"ボク, モク","-め, ま-, め"
号,93,1830145,0.0021326486745042,0.3774894964304153,411,398,425,"call, item, name, nickname, number, pseudonym, title",3,2,nickname,5,53F7,ゴウ,"さけ.ぶ, よびな"
方,94,1824649,0.0021262442436448,0.3796157406740602,42,39,44,"alternative, direction, person",2,3,direction,4,65B9,ホウ,"-かた, -がた, かた"
機,95,1823095,0.0021244333838276,0.3817401740578878,146,148,173,"airplane, efficacy, loom, machine, mechanism, occasion, opportunity, potency",4,2,mechanism,16,6A5F,キ,はた
体,96,1814531,0.0021144538449121,0.3838546279028,88,86,90,"body, counter for images, object, reality, substance",2,3,body,7,4F53,"タイ, テイ","かたち, からだ"
化,97,1767199,0.0020592983643018,0.3859139262671019,131,135,151,"-ization, change, delude, enchant, influence, take the form of",3,2,change,4,5316,"カ, ケ","け.する, ば.かす, ば.ける, ふ.ける"
関,98,1753157,0.0020429353697372,0.3879568616368392,91,93,113,"barrier, concerning, connection, gateway, involve",4,2,connection,14,95A2,カン,"-ぜき, かか.わる, からくり, かんぬき, せき"
西,99,1738495,0.0020258498957089,0.3899827115325481,351,339,326,"Spain, west",2,4,west,6,897F,"サイ, ス, セイ",にし
教,100,1735092,0.0020218844156844,0.3920045959482325,162,162,170,"doctrine, faith, teach",2,3,teach,11,6559,キョウ,"おし.える, おそ.わる"
曲,101,1729372,0.0020152189599866,0.3940198149082192,603,587,630,"bend, composition, crooked, curve, fault, injustice, lean, melody, music, perverse, pleasure",3,2,bend,6,66F2,キョク,"くま, ま.がる, ま.げる"
法,102,1728997,0.0020147819764399,0.3960345968846592,125,127,145,"law, method, model, principle, rule, system",4,2,method,8,6CD5,"ハッ, フラン, ホウ, ホッ",のり
位,103,1705958,0.0019879348726247,0.3980225317572839,279,288,317,"about, crown, grade, rank, some, throne",4,2,rank,7,4F4D,イ,"くらい, ぐらい"
現,104,1672901,0.0019494138990226,0.3999719456563066,113,117,133,"actual, existing, present",5,2,present,11,73FE,ゲン,"あらわ.す, あらわ.れる, うつ.つ, うつつ"
語,105,1649860,0.0019225644646285,0.4018945101209351,200,194,213,"language, speech, word",2,4,word,14,8A9E,ゴ,"かた.らう, かた.る"
設,106,1637184,0.001907793255463,0.4038023033763982,274,295,356,"establishment, prepare, provision",5,2,establishment,11,8A2D,セツ,もう.ける
区,107,1633878,0.001903940808516,0.4057062441849142,334,365,433,"district, ward",3,3,ward,4,533A,"オウ, ク, コウ",0
初,108,1588753,0.0018513571217387,0.407557601306653,190,185,196,"beginning, first time",4,2,first time,7,521D,ショ,"-そ.める, -ぞ.め, うい-, はじ.め, はじ.めて, はつ, はつ-"
理,109,1588277,0.0018508024439569,0.4094084037506099,87,84,88,"arrangement, justice, logic, reason, truth",2,3,logic,11,7406,リ,ことわり
対,110,1581424,0.0018428167153035,0.4112512204659134,93,93,101,"anti-, compare, equal, even, opposite, versus, vis-a-vis",3,2,vis-a-vis,7,5BFE,"タイ, ツイ","あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う"
式,111,1580260,0.0018414603183747,0.4130926807842882,281,286,314,"ceremony, expression, form, function, method, rite, style, system",3,2,style,6,5F0F,シキ,0
最,112,1575756,0.0018362118546574,0.4149288926389456,109,99,103,"extreme, most, utmost",4,2,utmost,12,6700,"サイ, シュ","つま, もっと.も"
軍,113,1573250,0.0018332916392765,0.4167621842782222,358,386,431,"army, battle, force, troops, war",4,2,army,9,8ECD,グン,いくさ
表,114,1571035,0.0018307105231278,0.41859289480135,100,103,134,"chart, diagram, surface, table",3,2,surface,8,8868,ヒョウ,"-おもて, あら.わす, あらわ.す, あらわ.れる, おもて"
木,115,1569803,0.0018292748865159,0.4204221696878659,312,286,260,"tree, wood",1,4,tree,4,6728,"ボク, モク","き, こ-"
記,116,1556854,0.0018141855533286,0.4222363552411945,134,131,162,"account, narrative, scribe",2,2,scribe,10,8A18,キ,しる.す
水,117,1554726,0.0018117058173626,0.4240480610585572,187,176,175,water,1,4,water,4,6C34,スイ,"みず, みず-"
当,118,1545535,0.0018009956419572,0.4258490567005145,101,94,97,"appropriate, himself, hit, right",2,2,hit,6,5F53,トウ,"あ.たり, あ.たる, あ.て, あ.てる, まさ.に, まさ.にべし"
連,119,1534569,0.0017882170777644,0.427637273778279,122,127,160,"clique, connect, gang, join, lead, party, take along",4,2,take along,10,9023,レン,"-づ.れ, つ.れる, つら.なる, つら.ねる"
都,120,1531965,0.0017851826640167,0.4294224564422957,223,232,260,"all, capital, everything, metropolis",3,3,metropolis,11,90FD,"ツ, ト",みやこ
州,121,1523085,0.0017748348936326,0.4311972913359283,522,535,573,"province, state",3,2,state,6,5DDE,"シュウ, ス",す
演,122,1520121,0.00177138097568,0.4329686723116084,416,421,490,"act, performance, play, render, stage",5,2,performance,14,6F14,エン,0
性,123,1514238,0.0017645255778006,0.434733197889409,116,115,121,"gender, nature, sex",5,2,sex,8,6027,"ショウ, セイ",さが
力,124,1510390,0.0017600415439675,0.4364932394333765,95,95,103,"bear up, exert, power, strain, strength, strong",1,3,power,2,529B,"リイ, リキ, リョク",ちから
数,125,1477987,0.0017222826696706,0.4382155221030472,158,155,168,"fate, figures, law, number, strength",2,2,number,13,6570,"サク, シュ, ス, スウ, ソク","かず, かぞ.える, しばしば, せ.める, わずらわ.しい"
見,126,1470234,0.0017132481805053,0.4399287702835526,43,36,31,"chances, hopes, idea, look at, opinion, see, visible",1,4,see,7,898B,ケン,"み.える, み.せる, み.る"
在,127,1465993,0.0017083061879154,0.441637076471468,188,193,220,"exist, located in, outskirts, suburbs",5,2,exist,6,5728,ザイ,あ.る
書,128,1462763,0.0017045423029671,0.4433416187744351,114,108,116,write,2,4,write,10,66F8,ショ,"-が.き, -がき, か.く"
元,129,1458861,0.0016999953435033,0.4450416141179384,221,222,243,"beginning, former time, origin",2,3,beginning,4,5143,"ガン, ゲン",もと
治,130,1456866,0.0016976705910352,0.4467392847089737,237,254,277,"be at peace, calm down, conserve, cure, govt, heal, quell, reign, rule, subdue",4,2,reign,8,6CBB,"ジ, チ","おさ.まる, おさ.める, なお.す, なお.る"
正,131,1439037,0.0016768946452945,0.4484161793542682,173,176,190,"10**40, correct, justice, righteous",1,3,correct,5,6B63,"ショウ, セイ","ただ.しい, ただ.す, まさ, まさ.に"
民,132,1436708,0.0016741806861476,0.4500903600404158,177,189,210,"nation, people, subjects",4,3,people,5,6C11,ミン,たみ
美,133,1430423,0.0016668568419061,0.451757216882322,330,284,268,"beautiful, beauty",3,2,beauty,9,7F8E,"ビ, ミ",うつく.しい
勝,134,1410198,0.0016432888626248,0.4534005057449468,270,270,316,"excel, prevail, victory, win",3,2,victory,12,52DD,ショウ,"-が.ち, か.つ, かつ, すぐ.れる, まさ.る"
以,135,1409698,0.0016427062178959,0.4550432119628428,127,123,132,"because, by means of, compared with, in view of",4,3,by means of,5,4EE5,イ,もっ.て
番,136,1402957,0.0016348510016618,0.4566780629645046,264,248,276,"number in a series, turn",2,2,turn,12,756A,バン,つが.い
実,137,1401219,0.0016328257285844,0.458310888693089,102,98,100,"fruit, nut, reality, seed, truth",3,2,reality,8,5B9F,"シツ, ジツ","まこと, み, みち.る, みの, みの.る"
員,138,1380829,0.0016090654765425,0.4599199541696316,183,189,216,"employee, member, number, the one in charge",3,3,employee,10,54E1,イン,0
南,139,1369554,0.0015959268379073,0.4615158810075389,420,416,423,south,2,4,south,9,5357,"ナ, ナン",みなみ
金,140,1369109,0.0015954082840986,0.4631112892916376,101,99,108,gold,1,4,gold,8,91D1,"キン, コン, ゴン","-がね, かな-, かね"
王,141,1363752,0.0015891658284739,0.4647004551201116,501,490,513,"king, magnate, rule",1,2,king,4,738B,"-ノウ, オウ",0
多,142,1356410,0.0015806102732757,0.4662810653933874,145,142,141,"frequent, many, much",2,4,many,6,591A,タ,"おお.い, まさ.に, まさ.る"
組,143,1340747,0.0015623583445003,0.4678434237378877,223,228,261,"assemble, association, braid, construct, cooperate, grapple, plait, unite",2,2,association,11,7D44,ソ,"-ぐみ, く.む, くみ"
二,144,1337387,0.0015584429719225,0.4694018667098102,149,151,128,"two, two radical (no. 7)",1,4,two,2,4E8C,"ジ, ニ","ふた, ふた.つ, ふたたび"
藤,145,1326693,0.0015459813664622,0.4709478480762724,551,505,434,wisteria,8,1,wisteria,18,85E4,"トウ, ドウ",ふじ
度,146,1324201,0.0015430774651337,0.4724909255414061,90,87,92,"attitude, consider, counter for occurrences, degrees, occurrence, time",3,3,degrees,9,5EA6,"タク, ト, ド","-た.い, たび"
岡,147,1323178,0.0015418853740185,0.4740328109154246,675,613,535,"hill, knoll, mount",8,0,Mount,8,5CA1,コウ,おか
期,148,1319933,0.0015381040097283,0.475570914925153,179,186,210,"date, period, term, time",3,2,period,12,671F,"キ, ゴ",0
鉄,149,1305211,0.0015209486183326,0.4770918635434856,573,573,618,iron,3,2,iron,13,9244,テツ,くろがね
井,150,1297501,0.0015119642366139,0.4786038277800996,511,467,410,"community, town, well, well crib",8,1,well,4,4E95,"ショウ, セイ",い
政,151,1289758,0.0015029414003432,0.4801067691804428,196,218,261,"government, politics",5,2,politics,9,653F,"ショウ, セイ","まつりごと, まん"
等,152,1287921,0.0015008007636095,0.4816075699440524,462,445,457,"and so forth, class (first), equal, etc., quality, similar",3,2,etc.,12,7B49,トウ,"-ら, など, ひと.しい"
天,153,1260231,0.0014685338985266,0.4830761038425791,292,255,242,"heavens, imperial, sky",1,4,heavens,4,5929,テン,"あま-, あまつ, あめ"
電,154,1256816,0.0014645544350287,0.4845406582776078,226,217,236,electricity,2,4,electricity,13,96FB,デン,0
空,155,1245479,0.0014513435484471,0.485992001826055,267,255,259,"empty, sky, vacant, vacuum, void",1,4,empty,8,7A7A,クウ,"あ.き, あ.く, あ.ける, から, す.かす, す.く, そら, むな.しい"
映,156,1242937,0.0014483813826457,0.4874403832087007,400,390,440,"projection, reflect, reflection",6,3,reflect,9,6620,エイ,"-ば.え, うつ.す, うつ.る, は.える"
加,157,1239676,0.0014445813737243,0.4888849645824251,183,185,215,"Canada, add, addition, include, increase, join",4,2,add,5,52A0,カ,"くわ.える, くわ.わる"
制,158,1235734,0.0014399878026821,0.4903249523851072,231,244,271,"law, rule, system",5,2,system,8,5236,セイ,0
郎,159,1227297,0.0014301562555278,0.4917551086406351,548,493,429,"counter for sons, son",8,1,son,9,90CE,"リョウ, ロウ",おとこ
共,160,1226895,0.0014296878091658,0.4931847964498009,294,307,341,"alike, all, and, both, neither, together, with",4,2,together,6,5171,キョウ,"-ども, とも, とも.に"
編,161,1223672,0.0014259320812437,0.4946107285310447,528,545,647,"braid, compilation, completed poem, editing, knit, part of a book, plait, twist",5,2,compilation,15,7DE8,ヘン,"-あ.み, あ.む"
院,162,1208662,0.0014084410864841,0.4960191696175289,321,330,347,"Inst., institution, mansion, school, temple",3,3,Inst.,10,9662,イン,0
優,163,1207800,0.0014074366069716,0.4974266062245006,375,378,424,"actor, excel, gentleness, superiority, surpass, tenderness",6,2,tenderness,17,512A,"ウ, ユウ","すぐ.れる, まさ.る, やさ.しい"
特,164,1202402,0.0014011463744791,0.4988277525989798,205,209,239,special,4,3,special,10,7279,トク,0
楽,165,1187023,0.0013832253879097,0.5002109779868895,253,231,253,"comfort, ease, music",2,3,music,13,697D,"ガク, ゴウ, ラク","この.む, たの.しい, たの.しむ"
知,166,1178372,0.0013731444688114,0.5015841224557009,145,129,118,"know, wisdom",2,3,know,8,77E5,チ,"し.らせる, し.る"
界,167,1173193,0.0013671094347101,0.5029512318904111,212,213,229,"boundary, world",3,3,world,9,754C,カイ,0
松,168,1171979,0.0013656947733085,0.5043169266637196,572,522,462,pine tree,4,1,pine tree,8,677E,ショウ,まつ
太,169,1167116,0.0013600279706759,0.5056769546343955,441,404,371,"big around, plump, thick",2,3,plump,4,592A,"タ, タイ","ふと.い, ふと.る"
話,170,1156518,0.0013476782330035,0.5070246328673991,111,103,108,"tale, talk",2,4,tale,13,8A71,ワ,"はな.す, はなし"
使,171,1156166,0.0013472680511144,0.5083719009185135,171,166,179,"ambassador, cause, envoy, messenger, order, send on a mission, use",3,3,use,8,4F7F,シ,"-つか.い, -づか.い, つか.い, つか.う"
音,172,1151287,0.0013415826038504,0.509713483522364,344,322,336,"noise, sound",1,3,sound,9,97F3,"-ノン, イン, オン","おと, ね"
外,173,1148918,0.0013388220331252,0.5110523055554893,110,111,121,outside,2,4,outside,5,5916,"ガイ, ゲ","そと, と-, はず.す, はず.れる, ほか"
品,174,1144888,0.0013341259166108,0.5123864314721002,193,182,199,"article, counter for meal courses, dignity, goods, refinement",3,3,goods,9,54C1,"ヒン, ホン",しな
